ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
910,18,18,4,2275,5145,5157,3011,1811,464,530,467,792,486,417,357,60,0.2,873,276,736,1653,1649,843,0,188,522,48,1,114,0,0,4,0,0,0,1,1.19964,0,2275,910,12
911,18,18,4,1005,2346,2709,1308,983,22,133,169,283,420,463,360,93,0.26,644,107,303,776,919,604,74,82,440,36,0,12,0,0,4,0,323.58487,592.25586,1,1.06113,0,1005,911,363
912,18,18,4,1816,4401,4401,2575,1771,45,141,195,480,1000,1214,642,24,0.21,575,222,524,1172,1784,699,54,229,191,72,1,28,0,0,4,0,0,0,1,1.04795,0,1816,912,0
913,18,18,4,2465,5842,5848,3478,2252,213,318,339,658,1150,764,697,52,0.2,2094,317,575,1756,2324,876,367,900,546,177,0,104,0,0,4,0,0,0,1,1.1515,0,2465,913,6
914,18,18,4,2299,5373,5374,3015,1811,488,226,403,531,1139,1006,722,11,0.17,543,327,525,1894,1967,661,29,277,110,107,0,20,0,0,4,327.98868,0,0,1,1.05511,0,2299,914,1
915,18,18,4,1374,3310,3313,1702,1087,287,214,208,282,670,455,339,28,0.22,490,187,376,924,1239,587,3,201,203,30,1,52,0,0,4,0,0,0,1,1.10974,0,1374,915,3
916,18,18,4,1385,3372,3536,1700,1200,185,189,225,354,617,668,237,59,0.24,1081,239,410,1013,1181,693,385,196,420,54,0,26,0,0,4,299.84848,0,0,1,1.25932,0,1385,916,164
917,18,18,4,1709,4807,4807,2387,1648,61,277,233,345,854,334,285,16,0.18,1013,242,1134,925,1877,629,34,385,208,373,2,11,0,0,4,829.6792,0,0,1,1.31611,0,1709,917,0
918,18,18,4,2125,5955,5957,2777,2114,11,74,60,263,1728,729,645,34,0.24,1028,279,1234,899,2402,1143,10,316,290,365,2,45,0,0,4,0,0,0,1,1.11305,0,2125,918,2
919,18,18,4,694,1696,1696,905,647,47,87,71,133,403,262,258,1,0.27,199,75,198,371,676,376,3,81,94,19,0,2,0,0,5,0,0,0,1,1.04284,0,694,919,0
920,18,18,4,817,1975,1976,1083,800,17,99,79,173,466,304,209,8,0.21,325,109,246,517,784,320,9,152,157,5,0,2,0,0,4,317.31735,0,0,1,1.11807,0,817,920,1
921,18,18,4,1250,2759,2761,1575,614,636,488,234,337,191,153,117,15,0.18,411,175,335,1024,844,383,74,173,88,31,1,44,0,0,4,0,0,0,1,1.39024,0,1250,921,2
922,18,18,4,1947,4271,4272,2525,1171,776,634,410,416,487,259,210,17,0.23,616,222,434,1437,1344,835,59,189,286,49,0,33,0,0,4,0,0,0,1,1.33706,0,1947,922,1
923,18,18,4,2665,7348,7391,3176,1324,1341,1291,733,504,137,288,241,22,0.12,732,563,1661,2631,1858,678,103,356,202,36,1,34,0,0,3,0,0,0,1,1.49945,0,2665,923,43
924,18,18,4,1948,6162,6239,2457,970,978,1035,492,302,119,183,137,42,0.12,637,563,1403,2304,1400,569,78,30,334,167,0,28,0,0,3,0,295.14325,380.45813,1,1.64868,0,1948,924,77
925,18,18,4,1973,7061,7111,2615,873,1100,1146,503,193,131,173,86,82,0.13,1479,687,1524,2799,1312,789,244,79,920,207,6,23,0,0,3,263.94232,0,0,3,2.00215,0,1973,925,50
926,18,18,4,1552,4619,4665,1641,718,834,822,399,258,73,465,116,347,0.11,3891,414,989,1919,958,385,818,923,959,431,6,754,0,0,4,0,0,0,3,1.43119,0,1552,926,46
927,18,18,4,1381,4797,4844,1699,346,1035,743,398,145,95,97,52,41,0.1,1094,523,1106,2020,789,406,114,94,771,94,0,21,0,0,2,0,0,0,2,2.29678,0,1381,927,47
928,18,18,4,1371,4862,4862,1627,580,791,820,323,144,84,99,72,26,0.09,548,507,1293,1921,784,357,48,68,178,231,0,23,0,0,2,0,0,0,2,1.98936,0,1371,928,0
929,18,18,4,1260,4235,4282,1410,636,624,720,312,194,34,118,116,2,0.15,217,336,1082,1453,884,527,0,35,114,61,0,7,0,0,3,0,0,0,1,1.59947,0,1260,929,47
930,18,18,4,732,1893,1930,696,481,251,303,181,171,77,138,84,15,0.31,301,109,306,510,472,533,0,22,238,25,0,16,0,0,3,0,0,0,1,1.36269,0,732,930,37
931,18,18,4,1293,3281,3297,1552,474,819,668,385,194,46,134,107,25,0.14,1369,247,602,1236,860,352,0,18,1278,65,0,8,0,0,3,0,0,0,1,1.77152,0,1293,931,16
932,18,18,4,1265,4084,4084,1751,728,537,711,251,194,109,128,127,1,0.13,50,308,1051,1404,894,427,0,4,20,9,0,17,0,0,3,0,0,0,1,1.46205,0,1265,932,0
933,18,18,4,2026,7177,7212,2611,864,1162,1235,458,246,87,229,114,92,0.12,454,614,1842,2601,1460,695,65,126,219,7,0,37,0,0,3,0,0,0,1,1.59318,0,2026,933,35
934,18,18,4,2761,7202,7208,3514,455,2306,1748,627,277,109,169,134,30,0.13,583,576,1416,3001,1492,723,109,47,224,19,0,184,0,0,2,0,0,0,2,1.80471,0,2761,934,6
935,18,18,4,1528,3744,3757,1887,417,1111,771,423,267,67,104,99,1,0.14,104,243,669,1540,878,427,0,28,65,1,0,10,0,0,3,0,0,0,1,1.58718,0,1528,935,13
936,18,18,4,1375,3197,3197,1714,451,924,673,333,219,150,105,98,5,0.13,182,190,584,1337,781,305,4,78,73,12,0,15,0,0,3,0,0,0,1,1.50624,0,1375,936,0
937,18,18,4,1481,3190,3193,1925,861,620,394,272,382,433,207,177,7,0.22,607,179,293,1157,993,571,229,137,155,72,5,9,0,0,4,0,0,0,1,1.33701,0,1481,937,3
938,18,18,4,1596,4252,4251,2263,1551,45,252,180,332,832,301,284,6,0.22,362,259,614,998,1658,722,19,157,96,79,0,11,0,0,4,0,0,0,1,1.20271,0,1596,938,-1
939,18,18,4,1886,3503,3520,2391,620,1266,548,572,373,393,169,117,48,0.16,1052,140,258,1563,1134,425,87,448,386,81,1,49,0,0,3,0,0,0,1,1.53743,0,1886,939,17
940,18,18,4,2138,3643,3680,2579,361,1777,752,742,471,173,124,98,20,0.15,861,133,284,1718,1126,419,95,319,345,55,1,46,0,0,2,0,0,0,1,1.74615,0,2138,940,37
941,18,18,4,2620,4462,4507,3104,269,2351,1069,866,464,221,95,93,2,0.14,513,188,301,2220,1321,477,4,254,205,15,0,35,0,0,2,0,0,0,1,1.94386,0,2620,941,45
942,18,18,4,2856,4385,4402,2932,69,2787,1175,861,600,220,91,33,38,0.21,1908,114,188,2199,1124,777,22,880,885,65,0,56,0,0,2,0,0,0,1,3.11564,0,2856,942,17
943,18,18,4,2464,4720,4733,3301,678,1786,850,755,511,348,236,207,6,0.18,513,178,472,2021,1400,662,41,181,240,41,0,10,0,0,3,2251.28027,0,0,1,1.38236,0,2464,943,13
944,18,18,4,2983,5322,5323,3532,273,2710,1584,677,483,239,102,60,5,0.19,630,223,466,2430,1357,847,101,332,177,5,0,15,0,0,2,0,0,0,2,2.71968,0,2983,944,1
945,18,18,4,3271,4965,4976,2471,25,3246,2018,779,372,102,307,46,55,0.29,8283,147,267,2129,1142,1291,204,1540,1164,5113,0,262,119.65043,261.63562,1,0,0,0,3,4.24024,0,3271,945,11
946,18,18,4,2389,4587,4637,1674,393,1996,1570,483,232,104,210,61,133,0.26,5765,281,501,1406,1430,1019,795,571,1591,1325,0,1483,41.49666,103.2356,2,0,2503.34424,9287.79004,3,3.4219,0,2389,946,50
947,18,18,4,1921,4046,4052,2165,436,1485,1147,389,182,203,436,20,391,0.17,4930,244,668,1635,951,554,428,1094,2209,469,0,730,0,0,3,0,0,0,2,1.58163,0,1921,947,6
948,18,18,4,1682,4222,4329,2244,772,910,708,426,357,191,391,200,182,0.16,2002,238,712,1634,1208,537,114,336,413,816,11,312,0,0,3,0,0,0,3,1.31699,0,1682,948,107
949,18,18,4,1425,3598,3597,1730,1220,205,360,243,246,576,284,237,46,0.28,803,189,469,905,1167,867,129,78,357,83,1,155,0,0,4,0,0,0,3,1.23747,0,1425,949,-1
950,18,18,4,1969,4707,4707,2298,1110,859,644,418,509,398,246,207,29,0.21,1834,253,683,1500,1469,802,140,455,602,596,1,40,0,0,3,0,0,0,3,1.5735,0,1969,950,0
951,18,18,4,2641,6334,6334,3295,1759,882,686,804,665,486,268,224,21,0.25,605,275,850,1864,2007,1338,68,93,269,112,1,62,0,0,4,0,0,0,3,1.44735,0,2641,951,0
952,18,18,4,2461,6604,6603,3145,2363,98,459,557,769,676,977,239,193,0.25,4349,372,980,1864,1968,1419,169,1561,778,1018,1,822,0,0,4,0,0,0,3,1.59203,0,2461,952,-1
953,18,18,4,2687,7146,7148,3964,2583,104,325,309,588,1465,587,510,18,0.17,713,437,1308,1748,2759,896,112,191,306,79,1,24,0,0,4,0,0,0,3,1.18785,0,2687,953,2
954,18,18,4,1880,4084,4091,2409,448,1432,659,587,383,251,198,99,82,0.25,1496,175,510,1401,1115,890,458,236,482,183,1,136,0,0,3,1679.73254,0,0,3,1.64033,0,1880,954,7
955,18,18,4,1342,2963,2962,1716,234,1108,505,445,312,80,134,99,35,0.16,2059,139,456,1209,771,387,155,208,1185,471,1,39,0,0,3,0,0,0,3,1.93659,0,1342,955,-1
956,18,18,4,2111,4542,4623,2544,791,1320,715,622,459,315,219,210,5,0.18,915,246,615,1657,1441,664,47,85,367,195,1,220,0,0,3,553.11945,0,0,3,1.44933,0,2111,956,81
957,18,18,4,1445,3159,3163,1758,453,992,508,289,349,299,158,117,16,0.24,738,156,373,1117,867,650,0,142,551,30,1,14,0,0,4,0,0,0,3,1.54398,0,1445,957,4
958,18,18,4,1562,3178,3186,1826,613,949,421,374,452,315,195,87,19,0.3,668,95,295,996,966,834,13,164,257,164,1,69,0,0,4,0,0,0,3,1.68405,0,1562,958,8
959,18,18,4,2012,4695,4694,2554,1012,1000,699,553,452,308,208,161,25,0.19,553,253,687,1660,1361,733,38,126,268,72,1,48,0,0,4,0,0,0,3,1.45839,0,2012,959,-1
960,18,18,4,2130,4985,5016,2463,1050,1080,830,413,447,440,617,170,304,0.23,5080,207,716,1592,1561,940,631,1802,726,1089,1,831,0,0,3,0,0,0,3,1.5392,0,2130,960,31
961,18,18,4,1378,4152,4153,1289,676,702,529,498,278,73,482,8,474,1.00E-02,1674,612,1012,2378,146,5,81,135,628,194,1,635,0,0,2,0,959.95782,3795.71411,3,1.19446,0,1378,961,1
962,18,18,4,1729,4778,4777,2096,385,1344,829,490,329,81,145,90,49,0.11,396,363,1217,1741,1035,421,3,110,192,40,1,50,0,0,3,0,0,0,3,1.60984,0,1729,962,-1
963,18,18,4,2275,4915,4924,2869,973,1302,739,518,569,449,235,136,86,0.16,1207,199,614,1961,1531,619,71,190,455,395,1,95,0,0,3,1400.2583,0,0,3,1.51167,0,2275,963,9
964,18,18,4,450,1394,2028,696,200,250,13,90,222,125,1390,53,1317,0.05,1331,96,534,1094,240,64,28,692,283,176,1,151,0,0,4,0,0,0,3,0.96454,0,450,964,634
965,18,18,4,283,830,833,437,176,107,96,74,100,13,1017,19,880,0.11,2933,53,200,337,168,75,79,189,239,349,3,2074,0,0,4,0,0,0,3,1.05338,0,283,965,3
966,18,18,4,41,66,83,27,12,29,15,0,26,0,280,9,268,0.14,2330,4,8,26,38,7,841,406,435,280,0,368,0,0,4,0,0,0,3,1.26365,0,41,966,17
967,18,18,4,367,630,679,101,218,149,0,0,147,220,104,8,95,0.08,7939,12,0,410,232,25,649,1155,1425,3976,0,734,57.0242,141.8651,1,0,0,0,3,3.85166,0,367,967,49
968,18,18,4,1787,3206,3302,881,57,1730,1412,234,77,64,83,8,75,0.5,11136,64,233,604,847,1554,1076,2627,3401,2194,10,1828,76.96682,168.30078,1,0,0,0,3,4.23087,0,1787,968,96
969,18,18,4,880,1573,1762,637,54,826,675,91,68,46,85,15,57,0.14,23670,26,84,903,570,179,850,5235,1511,13649,0,2425,91.3931,199.84624,1,0,0,0,3,4.91269,0,880,969,189
970,18,18,4,2478,3714,4034,801,51,2427,2180,137,63,98,94,27,65,0.3,14101,124,246,1157,1463,1044,536,1844,1144,10232,0,345,159.1535,348.01566,1,0,0,0,3,4.48189,0,2478,970,320
971,18,18,4,1156,1699,1782,792,31,1125,888,183,74,11,96,5,89,0.3,27676,39,70,719,472,482,1192,10421,4046,11017,0,1000,103.70257,226.76295,1,0,0,0,3,4.72067,0,1156,971,83
972,18,18,4,3922,6675,6727,4026,394,3528,2148,1018,562,194,206,94,99,0.2,2820,288,584,3180,1521,1154,285,1096,824,499,18,98,0,0,2,0,0,0,1,2.12315,0,3922,972,52
973,18,18,4,1764,2930,2929,1997,223,1541,652,554,327,231,91,51,30,0.17,2821,127,136,1397,878,391,178,191,2288,71,3,90,0,0,3,0,0,0,1,3.0134,0,1764,973,-1
974,18,18,4,3328,5308,5314,3342,672,2656,1494,781,708,345,198,151,45,0.28,1959,118,257,2232,1367,1340,276,345,1023,47,4,264,0,0,3,0,0,0,1,1.79203,0,3328,974,6
975,18,18,4,1344,2624,2624,1571,604,740,522,295,358,169,163,124,30,0.15,1306,111,267,1231,695,320,168,206,794,109,0,29,0,0,3,1911.65161,0,0,3,1.55405,0,1344,975,0
976,18,18,4,2230,4460,4614,2746,574,1656,1244,552,313,121,218,58,63,0.11,1066,218,572,2371,1072,381,127,195,477,180,4,83,0,0,3,0,0,0,3,1.93038,0,2230,976,154
977,18,18,4,2611,6286,6306,2573,1175,1436,1430,609,461,111,268,189,74,0.18,2148,396,1247,2175,1573,915,81,154,1637,137,0,139,0,0,3,0,0,0,3,1.65974,0,2611,977,20
978,18,18,4,1593,4352,4876,1392,404,1189,1233,215,87,58,187,103,83,0.15,637,389,1157,1612,1141,577,16,55,376,58,0,132,0,0,3,0,0,0,3,1.49458,0,1593,978,524
979,18,18,4,1900,3434,3751,1331,95,1805,1477,258,96,69,207,71,112,0.24,5348,182,417,1464,879,809,642,499,3473,559,53,122,0,0,1,0,640.30176,93.15261,2,2.50391,0,1900,979,317
980,18,18,4,710,1840,1845,839,195,515,469,135,54,52,91,62,26,0.1,811,167,445,721,362,150,40,140,293,317,0,21,52.8235,211.29399,3,0,0,0,3,3.20867,0,710,980,5
981,18,18,4,726,1356,1359,490,59,667,554,111,56,5,71,34,7,0.32,762,69,156,443,293,398,45,204,302,184,0,27,118.07851,258.19833,1,0,0,0,3,4.02583,0,726,981,3
982,18,18,4,761,2020,2022,624,241,520,587,75,79,20,91,62,15,0.13,489,185,496,648,486,207,0,63,355,38,0,33,0,0,2,0,0,0,3,1.62095,0,761,982,2
983,18,18,4,1174,2665,2677,842,260,914,854,189,96,35,80,63,9,0.23,412,161,558,819,606,533,0,132,95,38,0,147,0,0,2,0,0,0,3,1.78149,0,1174,983,12
984,18,18,4,194,469,480,245,91,103,62,80,35,17,104,34,53,0.21,732,39,70,155,129,87,32,55,137,142,0,366,0,0,2,0,0,0,3,1.35334,0,194,984,11
985,18,18,4,795,2032,2074,534,86,709,651,104,31,9,68,49,15,0.11,308,199,551,654,493,177,2,118,83,24,0,81,0,0,2,0,0,0,3,1.66046,0,795,985,42
986,18,18,4,720,1950,1962,586,297,423,518,94,103,5,67,41,26,0.15,263,157,541,637,390,237,5,79,113,28,0,38,0,0,3,0,0,0,3,1.56876,0,720,986,12
987,18,18,4,721,1930,1932,582,355,366,443,99,89,90,75,48,27,0.13,199,161,530,640,392,209,0,3,135,20,0,41,0,0,3,0,0,0,3,1.45365,0,721,987,2
988,18,18,4,1175,2918,3028,1015,683,492,692,233,209,41,1307,61,956,0.12,3647,228,695,1120,719,266,297,666,319,773,0,1592,0,0,4,0,0,0,3,1.10248,0,1175,988,110
989,18,18,4,893,2463,2522,721,371,522,598,143,119,33,157,19,137,0.11,1043,248,589,954,523,208,45,196,254,175,0,373,0,0,3,650.15747,0,0,3,1.46203,0,893,989,59
990,18,18,4,1063,2510,2939,880,405,658,680,251,72,60,115,56,54,0.14,567,227,611,1020,777,304,26,97,164,95,0,185,0,0,3,0,0,0,3,1.57747,0,1063,990,429
991,19,19,4,6664,11705,11780,5787,782,5882,2756,1619,1365,924,729,89,539,0.16,17943,421,940,5558,3381,1480,1770,5575,3964,3241,7,3386,0,0,2,265.8884,0,0,3,2.44604,0,6664,991,75
992,19,19,4,1028,2326,2328,1120,534,494,609,196,164,59,102,72,29,0.19,294,130,369,809,670,350,3,70,77,36,0,108,0,0,4,0,0,0,3,1.41816,0,1028,992,2
993,19,19,4,1581,3479,3637,1577,742,839,848,316,257,160,165,95,67,0.18,999,180,602,1300,1017,538,61,242,262,240,5,189,0,0,4,0,0,0,3,1.54764,0,1581,993,158
994,19,19,4,926,2217,2217,784,496,430,462,289,123,52,75,59,16,0.17,80,129,394,840,540,314,8,8,25,34,0,5,0,0,4,0,0,0,3,1.45079,0,926,994,0
995,19,19,4,1447,3643,3785,1766,430,1017,810,346,178,113,120,94,26,0.13,632,259,708,1613,832,373,10,87,313,199,0,23,0,0,4,0,0,0,2,1.66511,0,1447,995,142
996,19,19,4,1798,4148,4321,2085,884,914,1008,357,319,114,202,136,61,0.22,595,220,697,1487,1088,829,24,94,357,47,2,71,0,0,3,0,0,0,3,1.4037,0,1798,996,173
997,19,19,4,717,1630,1636,902,346,371,289,202,144,82,78,60,16,0.2,104,59,265,630,410,272,18,8,52,9,2,15,0,0,3,0,0,0,2,1.32579,0,717,997,6
998,19,19,4,2551,5093,5134,3405,1310,1241,832,520,601,598,265,201,37,0.16,1619,264,400,2359,1485,626,334,359,647,137,2,140,0,0,3,0,0,0,2,1.55984,0,2551,998,41
999,19,19,4,886,1974,2047,1277,547,339,177,142,266,301,161,115,25,0.18,1461,90,170,797,714,276,236,337,547,15,0,326,0,0,3,0,0,0,1,1.59647,0,886,999,73
1000,19,19,4,1841,3806,3808,2403,903,938,494,501,484,362,171,128,37,0.14,837,174,324,1848,1043,419,149,160,379,34,0,115,0,0,3,0,0,0,2,1.51147,0,1841,1000,2
1001,19,19,4,1633,3516,3646,2060,731,902,752,348,332,201,133,120,8,0.17,461,167,415,1686,873,505,9,138,241,18,23,32,0,0,3,0,0,0,2,1.54113,0,1633,1001,130
1002,19,19,4,914,1974,2094,1273,364,550,374,213,221,106,93,41,44,0.15,729,79,264,919,597,235,61,126,276,232,0,34,0,0,3,0,0,0,2,1.6886,0,914,1002,120
1003,19,19,4,774,1556,1570,976,274,500,275,134,178,187,77,55,22,0.15,2692,56,162,711,463,178,167,193,2212,98,0,22,0,0,3,0,0,0,2,2.74834,0,774,1003,14
1004,19,19,4,1264,2970,2970,1748,963,301,210,200,220,634,258,246,9,0.23,890,124,378,744,1174,550,139,234,390,84,6,37,0,0,4,0,0,0,1,1.24724,0,1264,1004,0
1005,19,19,4,1326,2968,2970,1602,1267,59,176,127,207,816,1667,485,574,0.27,959,109,221,713,1295,632,3,153,559,214,0,30,0,0,4,0,0,0,1,0.98445,0,1326,1005,2
1006,19,19,4,1413,3051,3699,1487,482,931,487,192,234,500,193,155,38,0.19,699,78,751,1437,840,593,106,81,324,133,0,55,0,0,4,0,0,0,1,1.38199,0,1413,1006,648
1007,19,19,4,1320,2981,4977,2158,235,1085,853,208,84,175,90,68,22,0.05,435,91,884,3385,444,173,9,97,288,31,0,10,131,44,2,0,273.56961,0,1,2.91702,0,1320,1007,1996
1008,19,19,4,1578,2973,8581,2512,51,1527,1339,139,80,20,103,62,41,0.02,3310,39,2568,5395,432,147,460,215,2087,437,0,111,131,44,1,0,0,0,1,3.82895,0,1578,1008,5608
1009,19,19,4,2566,5703,5777,2908,334,2232,1818,376,239,133,99,80,19,0.06,737,92,559,4036,817,273,185,61,325,95,0,71,0,0,2,0,27.45197,45.10673,2,2.21899,0,2566,1009,74
1010,19,19,4,1226,2670,2686,1612,555,671,431,254,286,255,128,94,33,0.13,1300,95,296,1242,806,247,102,254,748,196,0,0,0,0,2,0,0,0,2,1.7,0,1226,1010,16
1011,19,19,4,1525,2999,3103,1600,552,973,792,376,199,158,153,79,69,0.21,2826,93,335,1324,794,557,600,266,870,1030,0,60,0,0,3,0,0,0,2,2.07712,0,1525,1011,104
1012,19,19,4,2022,4632,4757,2391,945,1077,964,450,377,231,182,151,31,0.15,642,250,707,1981,1235,584,54,106,327,105,0,50,0,0,3,0,0,0,2,1.49765,0,2022,1012,125
1013,19,19,4,1669,3760,3759,1647,1103,566,846,399,313,111,176,90,67,0.24,275,205,547,1277,962,768,31,34,98,43,0,69,0,0,3,0,0,0,3,1.38373,0,1669,1013,-1
1014,19,19,4,767,1660,1974,822,367,400,376,164,149,78,1042,7,487,0.12,16450,110,280,829,580,175,1899,2223,3335,5450,28,3515,0,0,2,0,0,0,3,2.39552,0,767,1014,314
1015,19,19,4,1106,2782,2854,1337,402,704,604,264,152,86,114,50,64,0.13,886,190,508,1123,746,287,114,77,458,181,6,50,0,0,3,0,0,0,3,1.66093,0,1106,1015,72
1016,19,19,4,1908,3920,3950,2063,1004,904,958,399,404,147,184,153,30,0.2,1136,193,496,1492,1099,670,162,234,323,331,0,86,0,0,3,0,0,0,2,1.53453,0,1908,1016,30
1017,19,19,4,2111,4344,4489,2819,925,1186,813,549,429,320,175,162,13,0.16,1944,196,443,1979,1287,584,101,95,712,969,0,67,0,0,3,0,0,0,2,1.81475,0,2111,1017,145
1018,19,19,4,2636,5145,5410,1912,33,2603,1986,299,261,90,134,53,78,0.11,13553,48,439,3490,980,453,373,3489,3122,6382,12,175,194.97507,119.06875,1,3216.80884,572.64166,2870.07617,2,4.33488,0,2636,1018,265
1019,19,19,4,12,35,1253,103,6,6,12,0,0,0,419,13,405,0,15970,0,606,621,26,0,102,2026,11531,2191,0,120,131,35,1,0,28112.41602,2624.93823,1,3.36039,0,12,1019,1218
1020,19,19,4,1596,2983,4758,2085,286,1310,941,212,267,176,116,91,25,0.09,2874,89,592,2820,928,329,85,117,2296,338,0,38,131,35,1,0,764.83508,282.39697,1,4.06183,0,1596,1020,1775
1021,19,19,4,2336,4470,4476,2470,223,2113,1314,417,409,196,115,49,65,0.11,5300,70,342,2745,958,361,362,871,1582,2365,1,119,81.77898,52.91581,2,0,0,0,2,3.83549,0,2336,1021,6
1022,19,19,4,1701,3469,3470,2138,714,987,634,478,306,283,136,80,24,0.14,586,144,376,1578,1013,359,77,108,203,192,0,6,0,0,3,0,0,0,2,1.71222,0,1701,1022,1
1023,19,19,4,1590,3208,3277,1911,807,783,702,335,356,197,167,107,59,0.15,708,138,356,1404,995,384,116,86,329,112,0,65,0,0,3,0,0,0,2,1.41948,0,1590,1023,69
1024,19,19,4,1153,2783,2784,1355,610,543,532,330,205,86,136,82,48,0.17,736,156,387,1099,747,395,162,108,300,130,0,36,0,0,3,0,0,0,3,1.50818,0,1153,1024,1
1025,19,19,4,1723,3703,3708,2076,1235,488,553,392,460,318,210,158,45,0.19,896,173,425,1259,1309,542,58,45,504,221,0,68,0,0,4,611.33673,0,0,2,1.40054,0,1723,1025,5
1026,19,19,4,897,2037,2037,1265,693,204,227,236,217,217,133,104,29,0.19,600,116,248,679,695,299,98,78,317,87,5,15,0,0,4,0,0,0,1,1.35407,0,897,1026,0
1027,19,19,4,1594,3197,3246,1850,563,1031,564,339,328,363,144,113,25,0.19,1269,104,284,1410,958,490,348,208,528,141,0,44,68,44,2,0,0,0,1,3.52483,0,1594,1027,49
1028,19,19,4,1610,3603,3612,1998,1293,317,294,260,316,740,349,312,27,0.28,514,126,310,921,1425,830,13,129,256,76,0,40,0,0,4,0,0,0,1,1.14546,0,1610,1028,9
1029,19,19,4,1575,3671,3696,2205,1483,92,281,147,381,766,389,354,9,0.26,472,147,386,901,1487,775,13,109,178,157,0,15,0,0,4,0,127.47252,20.59392,1,1.12807,0,1575,1029,25
1030,19,19,4,853,2022,2022,1177,828,25,84,131,170,468,182,178,4,0.26,296,95,221,426,853,427,3,61,178,41,0,13,0,0,4,0,0,0,1,1.158,0,853,1030,0
1031,19,19,4,1483,3616,3616,1996,1474,9,111,200,232,940,313,302,5,0.25,568,159,471,710,1542,734,4,134,241,186,0,3,0,0,4,0,0,0,1,1.17909,0,1483,1031,0
1032,19,19,4,672,1617,1618,899,615,57,41,56,199,376,115,111,3,0.24,431,66,193,399,649,311,9,77,119,223,0,3,0,0,4,0,0,0,1,1.30342,0,672,1032,1
1033,19,19,4,1694,3902,3903,2226,1509,185,318,227,377,772,247,216,31,0.23,1679,189,464,955,1585,710,204,301,652,441,0,81,0,0,4,0,0,0,1,1.46055,0,1694,1033,1
1034,19,19,4,1320,3375,3386,1717,1190,130,278,242,425,375,196,181,13,0.2,603,182,600,811,1253,540,158,124,255,63,0,3,0,0,4,0,0,0,1,1.33055,0,1320,1034,11
1035,19,19,4,914,2429,2429,1235,774,140,217,202,277,218,128,95,19,0.19,440,117,446,647,871,348,57,111,262,10,0,0,0,0,3,859.75623,0,0,2,1.42897,0,914,1035,0
1036,19,19,4,1253,2984,2990,1495,667,586,394,351,320,188,110,60,50,0.2,612,123,454,1079,836,498,107,126,282,59,5,33,0,0,3,0,0,0,2,1.603,0,1253,1036,6
1037,19,19,4,959,2368,2367,1289,612,347,261,311,264,123,94,56,38,0.18,625,121,397,783,717,349,123,86,308,101,5,2,0,0,4,0,0,0,3,1.61523,0,959,1037,-1
1038,19,19,4,1127,3184,3224,790,53,1074,775,216,130,6,216,73,43,1.00E-02,1039,558,530,1973,133,30,72,62,254,605,9,37,0,0,3,0,0,0,2,1.75916,0,1127,1038,40
1039,19,19,4,2047,4697,4718,2472,693,1354,710,432,551,354,339,94,16,0.19,1244,172,626,1800,1394,726,210,164,301,346,2,221,0,0,3,0,0,0,1,2.11938,0,2047,1039,21
1040,20,20,5,781,1668,1669,906,184,597,379,244,130,28,60,30,11,0.19,419,69,138,785,410,267,83,1,187,121,0,27,0,0,4,0,0,0,2,2.03511,0,781,1040,1
1041,20,20,5,895,2058,2059,1080,563,332,337,257,194,107,161,59,59,0.26,682,82,199,760,550,468,197,195,260,19,0,11,0,0,3,0,0,0,2,1.44515,0,895,1041,1
1042,20,20,5,777,1722,1734,858,772,5,220,131,245,181,146,81,25,0.34,591,57,166,398,608,505,2,165,359,51,0,14,0,0,4,1422.4812,0,0,1,1.41765,0,777,1042,12
1043,20,20,5,1095,2586,2585,1348,1061,34,228,186,273,408,349,173,39,0.33,301,103,271,569,910,732,6,94,163,38,0,0,0,0,4,0,0,0,1,1.16774,0,1095,1043,-1
1044,20,20,5,1024,2315,2314,1210,997,27,113,141,281,489,213,142,4,0.34,401,88,242,527,766,691,27,112,62,156,0,44,0,0,4,0,0,0,1,1.28747,0,1024,1044,-1
1045,20,20,5,1147,2773,2772,1239,1123,24,212,243,210,482,586,243,49,0.4,184,68,278,571,869,986,0,79,51,31,0,23,0,0,4,0,0,0,1,1.08748,0,1147,1045,-1
1046,20,20,5,931,2246,2248,1250,901,30,219,213,227,272,235,157,12,0.36,231,82,206,534,706,720,2,59,121,49,0,0,0,0,4,0,0,0,1,1.1845,0,931,1046,2
1047,20,20,5,1183,2627,2643,1270,848,335,370,335,328,150,199,94,39,0.34,844,108,283,755,697,800,411,54,231,114,0,34,0,0,3,0,0,0,1,1.51106,0,1183,1047,16
1048,20,20,5,1160,2613,2624,1392,717,443,429,379,222,130,167,90,20,0.25,616,106,274,975,714,555,115,123,274,72,3,29,0,0,4,0,0,0,2,1.54742,0,1160,1048,11
