ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
771,16,16,4,2453,7369,7385,3495,2198,255,602,452,597,802,740,465,163,0.21,1605,418,1323,2103,2302,1239,316,224,888,166,0,11,0,0,4,0,0,0,3,1.20905,0,2453,771,16
772,16,16,4,1462,5226,5238,2283,1108,354,388,345,514,215,242,198,20,0.13,351,402,1102,2054,1159,521,36,80,144,47,0,44,0,0,4,0,0,0,3,1.37912,0,1462,772,12
773,16,16,4,1993,6827,6876,3162,1008,985,413,572,694,314,490,238,242,0.1,2265,560,1473,2905,1417,521,139,302,416,1052,0,356,0,0,4,0,0,0,3,1.34596,0,1993,773,49
774,16,16,4,2659,7523,7670,3507,1230,1429,678,639,801,541,553,326,200,0.12,2782,619,1200,3464,1679,708,322,770,979,373,3,335,0,0,4,294.02859,0,0,3,1.37485,0,2659,774,147
775,16,16,4,3007,9034,9180,4188,2075,932,606,656,829,916,624,568,56,0.19,691,642,1615,3209,2281,1433,82,184,298,92,2,33,0,0,4,1783.55896,0,0,3,1.19757,0,3007,775,146
776,16,16,4,2440,7140,7165,3376,1591,849,479,597,845,519,514,354,146,0.17,1487,452,1218,2512,1984,999,16,390,632,407,4,38,0,0,4,0,0,0,3,1.27115,0,2440,776,25
777,16,16,4,2187,5658,5659,2809,136,2051,647,552,691,297,350,104,240,0.2,9556,421,646,2644,953,995,935,2947,2456,2949,4,265,0,0,2,0,0,0,3,2.37239,0,2187,777,1
778,16,16,4,5676,14315,14319,7718,1979,3697,839,1268,2147,1422,1312,505,231,0.09,8610,1117,1752,7506,3026,918,194,1705,3654,2896,1,160,0,0,4,0,0,0,3,1.73367,0,5676,778,4
779,16,16,4,1684,5349,5349,2526,1632,52,164,237,469,814,455,369,16,0.17,499,304,1172,1439,1757,677,71,197,191,16,16,8,0,0,4,0,0,0,3,1.19162,0,1684,779,0
780,16,16,4,1020,3279,3292,1533,1000,20,60,120,244,596,1923,529,46,0.15,601,205,738,871,1127,351,26,409,134,18,0,14,0,0,4,0,0,0,1,1.04059,0,1020,780,13
781,16,16,4,1671,4339,4342,2153,1398,273,374,269,393,635,3696,646,62,0.19,332,224,814,1291,1355,658,3,88,141,9,0,91,0,0,4,0,0,0,1,1.02285,0,1671,781,3
782,16,16,4,2552,6944,6981,3521,1965,587,569,409,891,683,795,477,82,0.15,676,473,1136,2593,1967,812,92,173,238,109,0,64,0,0,4,0,0,0,3,1.16377,0,2552,782,37
783,16,16,4,1203,3283,3289,1667,585,618,173,271,325,434,743,193,20,0.11,147,232,415,1447,940,255,5,26,27,20,4,65,0,0,4,0,0,0,3,1.19219,0,1203,783,6
784,16,16,4,1888,5757,5789,2806,1540,348,355,377,504,652,544,390,106,0.16,677,372,909,1895,1888,725,179,101,261,33,0,103,0,0,4,0,0,0,3,1.15642,0,1888,784,32
785,16,16,4,2285,6979,7013,3574,1606,679,529,538,736,482,408,352,35,0.13,691,494,1376,2775,1652,716,116,67,361,110,1,36,0,0,4,1300.30579,0,0,3,1.28523,0,2285,785,34
786,16,16,4,1450,4681,4701,2348,1366,84,180,308,572,390,309,257,7,0.16,262,288,848,1534,1463,568,79,99,76,0,4,4,0,0,4,0,0,0,3,1.24578,0,1450,786,20
787,16,16,4,2340,7129,7153,3847,1841,499,410,602,649,679,464,423,12,0.13,467,486,1227,2675,2087,678,162,125,137,32,0,11,0,0,4,0,0,0,3,1.22586,0,2340,787,24
788,16,16,4,1799,5996,6006,2822,1552,247,314,275,549,661,422,390,4,0.15,296,447,1250,1979,1658,672,10,133,121,17,8,7,0,0,4,0,0,0,3,1.19142,0,1799,788,10
789,16,16,4,1466,5131,5157,2644,1412,54,246,280,414,526,292,270,4,0.12,126,367,978,1712,1660,440,0,66,48,3,0,9,0,0,4,0,0,0,3,1.24034,0,1466,789,26
790,16,16,4,1753,6194,6204,2951,1681,72,216,261,465,811,630,521,4,0.11,200,419,1424,1934,1986,441,5,51,117,1,0,26,0,0,4,0,0,0,3,1.11668,0,1753,790,10
791,16,16,4,1007,3890,3926,1998,956,51,180,229,370,228,142,127,11,0.11,215,294,927,1417,982,306,14,21,103,42,0,35,0,0,4,0,0,0,3,1.4528,0,1007,791,36
792,16,16,4,1020,3890,3971,2159,1008,12,99,183,420,318,195,188,3,0.15,300,221,778,1209,1325,438,100,18,69,83,0,30,0,0,4,0,0,0,3,1.32184,0,1020,792,81
793,16,16,4,1309,4755,4774,2189,1094,215,381,251,416,261,240,199,23,0.13,381,299,1064,1571,1380,460,47,68,222,18,0,26,0,0,4,0,0,0,3,1.34035,0,1309,793,19
794,16,16,4,884,3385,3385,1549,873,11,59,48,265,512,561,103,26,0.09,154,391,676,1349,741,228,0,89,32,22,0,11,0,0,4,0,0,0,3,1.39924,0,884,794,0
795,16,16,4,917,3276,3276,1465,591,326,199,288,255,175,437,153,150,0.1,1446,257,763,1273,740,243,78,209,264,237,0,658,0,0,4,0,0,0,3,1.28793,0,917,795,0
796,16,16,4,1882,6950,7011,3489,1787,95,158,298,712,714,858,372,387,0.14,4428,447,1460,2273,2103,728,1194,374,522,597,0,1741,0,0,4,0,0,0,3,1.30647,0,1882,796,61
797,16,16,4,2149,7408,7471,3407,1568,581,483,396,748,522,1055,355,676,0.14,8602,556,1449,2703,1984,779,790,1056,972,1406,0,4378,0,0,4,0,0,0,3,1.38001,0,2149,797,63
798,16,16,4,1587,4249,4309,2079,759,828,506,349,494,238,334,271,11,0.23,904,200,662,1224,1424,799,67,260,251,107,3,216,0,0,4,0,0,0,3,1.29741,0,1587,798,60
799,16,16,4,1740,5364,5382,2825,1470,270,282,257,476,725,382,308,20,0.12,288,388,910,1891,1739,454,38,86,148,0,0,16,0,0,4,0,0,0,3,1.21686,0,1740,799,18
800,16,16,4,1991,5967,6006,3065,1274,717,597,363,585,446,433,343,85,0.18,2002,361,1089,2068,1574,914,80,155,1122,625,0,20,0,0,4,4097.91699,0,0,3,1.33917,0,1991,800,39
801,16,16,4,3756,11463,11503,4693,2371,1385,717,642,1372,1025,769,480,270,0.11,2063,887,1966,4766,2996,888,304,399,424,337,0,599,0,0,4,0,0,0,3,1.27886,0,3756,801,40
802,16,16,4,1464,6101,6127,2368,1157,307,475,396,392,201,281,217,62,0.12,641,541,1633,2250,1116,587,15,166,221,182,11,46,0,0,3,0,0,0,3,1.37313,0,1464,802,26
803,16,16,4,892,2297,2298,1218,524,368,152,240,263,237,6800,185,155,0.22,510,141,359,807,545,446,12,23,256,208,2,9,0,0,4,0,0,0,1,1.07786,0,892,803,1
804,17,17,4,1107,3320,3343,1425,898,209,239,276,358,234,611,277,41,0.21,522,175,593,1114,861,600,22,194,226,69,2,9,0,0,4,0,0,0,1,1.1484,0,1107,804,23
805,17,17,4,2155,7765,7803,3172,1951,204,424,567,639,525,469,220,126,0.16,505,592,1681,2724,1797,1009,47,55,275,94,0,34,0,0,4,0,0,0,3,1.34732,0,2155,805,38
806,17,17,4,3070,9339,9436,4104,1673,1397,1110,662,860,438,1677,502,1099,0.24,9172,564,1545,2823,2517,1987,886,763,706,1755,0,5062,0,0,4,0,0,0,3,1.24455,0,3070,806,97
807,17,17,4,1212,4605,4614,1808,812,400,353,273,390,196,240,178,23,0.18,298,320,968,1486,1153,687,67,46,120,65,0,0,0,0,4,0,0,0,3,1.35523,0,1212,807,9
808,17,17,4,890,3751,3794,1487,882,8,218,200,346,126,208,158,46,0.15,1748,250,836,1218,1043,447,24,84,1516,118,0,6,0,0,4,0,0,0,3,1.5846,0,890,808,43
809,17,17,4,740,2363,2371,1020,558,182,229,170,237,104,417,125,260,0.24,2081,140,408,664,677,482,166,154,289,365,0,1107,0,0,4,2156.18823,0,0,3,1.2352,0,740,809,8
810,17,17,4,3246,10851,10879,4442,2242,1004,827,982,978,459,11815,604,2411,0.18,27004,744,1993,3574,2984,1584,1326,4276,2060,8189,18,11135,0,0,4,0,0,0,3,1.34386,0,3246,810,28
811,17,17,4,2360,6684,6746,2913,1519,841,741,577,675,367,640,283,343,0.22,3024,384,1065,2195,1828,1274,279,511,927,512,6,789,0,0,3,0,4053.59814,9776.0957,3,1.28983,0,2360,811,62
812,17,17,4,1214,3492,3529,1740,904,310,229,424,380,181,399,151,245,0.21,3108,200,585,1149,981,614,1177,645,849,344,0,93,0,0,3,0,0,0,3,1.38736,0,1214,812,37
813,17,17,4,896,3146,3159,1400,584,312,233,247,307,109,260,121,98,0.15,1147,218,736,1017,797,391,35,64,980,30,0,38,0,0,4,0,0,0,3,1.36994,0,896,813,13
814,17,17,4,938,3458,3465,1447,930,8,255,260,241,182,201,152,6,0.19,147,258,692,1102,868,545,16,12,89,19,0,11,0,0,4,0,0,0,3,1.31393,0,938,814,7
815,17,17,4,1144,4483,4515,1764,412,732,509,374,230,31,156,89,67,0.11,187,460,1105,1782,779,389,12,18,150,7,0,0,0,0,4,0,0,0,3,1.44585,0,1144,815,32
816,17,17,4,907,3054,3057,1237,626,281,304,210,254,139,202,119,28,0.26,785,196,568,917,656,720,136,152,291,44,0,162,0,0,3,0,0,0,3,1.48375,0,907,816,3
817,17,17,4,2064,8004,8038,3371,498,1566,870,794,340,60,215,143,72,0.06,474,929,2043,3394,1312,360,126,125,187,26,0,10,0,0,3,0,0,0,3,1.63402,0,2064,817,34
818,17,17,4,1326,4650,4689,2019,1130,196,310,340,468,208,312,195,102,0.17,376,309,1001,1565,1171,643,0,23,313,18,0,22,0,0,4,1817.51892,0,0,3,1.22286,0,1326,818,39
819,17,17,4,916,3196,3196,1570,439,477,328,312,161,115,159,129,30,0.11,650,269,634,1280,743,270,248,84,253,13,0,52,0,0,4,0,0,0,2,1.41806,0,916,819,0
820,17,17,4,4387,12740,12760,6528,2130,2257,919,1040,1056,1372,14520,1772,204,0.1,1331,1092,2081,5345,3326,916,179,315,556,220,16,45,0,0,4,1148.93335,0,0,1,1.03721,0,4387,820,20
821,17,17,4,1591,4154,5283,2701,1057,534,293,356,430,512,1070,455,371,0.12,1909,235,879,2105,1607,457,44,124,1642,85,0,14,0,0,4,0,8050.33301,4370.31543,1,1.10645,0,1591,821,1129
822,17,17,4,1002,2628,2644,1455,987,15,146,101,291,464,1079,811,10,0.26,109,100,395,594,981,574,11,52,37,0,0,9,0,0,5,0,0,0,1,0.95841,0,1002,822,16
823,17,17,4,2817,7176,7226,3574,1739,1078,958,729,689,441,769,523,99,0.19,882,440,1123,2470,2066,1127,33,180,509,116,0,44,0,0,4,1853.42517,0,0,1,1.15777,0,2817,823,50
824,17,17,4,1917,5234,5234,2644,701,1216,670,515,543,189,438,268,162,0.09,1704,394,867,2662,960,351,768,203,550,71,0,112,0,0,4,0,0,0,1,1.27654,0,1917,824,0
825,17,17,4,1813,6166,6183,2486,1053,760,693,527,393,200,267,204,52,0.12,380,558,1443,2360,1263,559,12,76,101,191,0,0,0,0,4,0,0,0,3,1.37586,0,1813,825,17
826,17,17,4,1621,4637,4645,2152,420,1201,745,465,271,140,222,102,96,0.12,838,459,857,2091,793,445,135,132,166,339,0,66,0,0,4,0,0,0,3,1.48193,0,1621,826,8
827,17,17,4,1337,4082,4095,1856,739,598,462,351,353,171,251,131,68,0.16,3219,312,691,1639,909,544,124,166,1073,1568,0,288,0,0,3,0,0,0,3,1.94516,0,1337,827,13
828,17,17,4,2373,7610,7716,3005,1262,1111,958,717,506,192,441,230,196,0.12,2065,807,1609,3137,1430,733,77,155,393,1094,3,343,0,0,4,0,0,0,3,1.41652,0,2373,828,106
829,17,17,4,1097,3508,3533,1511,886,211,289,397,324,87,195,159,24,0.15,1448,311,676,1303,792,451,5,325,214,903,0,1,0,0,2,0,0,0,3,1.56859,0,1097,829,25
830,17,17,4,1847,6835,6838,2754,1117,730,603,551,560,133,290,186,98,0.13,539,694,1480,2637,1312,715,47,27,266,141,0,58,0,0,4,0,0,0,3,1.39233,0,1847,830,3
831,17,17,4,1231,3727,3742,16,624,607,487,357,336,51,157,88,65,0.12,1134,396,750,1465,780,351,196,86,593,145,1,113,0,0,4,0,0,0,3,1.63555,0,1231,831,15
832,17,17,4,1783,5416,5421,2119,1304,479,744,336,529,174,302,222,74,0.23,697,313,1035,1639,1366,1068,116,128,367,26,0,60,0,0,4,0,0,0,3,1.31298,0,1783,832,5
833,17,17,4,1437,4545,4573,1933,1410,27,347,419,481,190,317,244,25,0.22,98,254,884,1338,1230,867,4,41,34,18,0,1,0,0,4,0,0,0,3,1.20497,0,1437,833,28
834,17,17,4,1641,5083,5089,2191,1614,27,406,471,480,284,589,318,226,0.27,1508,244,850,1401,1369,1225,0,98,198,495,1,716,0,0,4,1700.10681,0,0,3,1.17705,0,1641,834,6
835,17,17,4,1661,5524,5542,2356,1543,118,441,473,498,249,329,239,90,0.18,751,357,1078,1810,1447,850,141,144,330,54,3,79,0,0,4,268.79373,0,0,3,1.28465,0,1661,835,18
836,17,17,4,1463,4598,4610,1910,1160,303,537,385,376,165,322,279,43,0.24,541,330,766,1458,1098,958,79,51,147,42,1,221,0,0,4,0,0,0,3,1.21538,0,1463,836,12
837,17,17,4,3239,10115,10389,4098,2149,1090,1242,1160,668,169,468,394,56,0.14,1273,885,1910,4063,2349,1182,31,127,445,626,1,43,0,0,4,0,0,0,3,1.41528,0,3239,837,274
838,17,17,4,1461,3866,3906,1638,751,710,717,422,250,72,252,200,52,0.22,1032,298,588,1409,867,744,217,261,391,112,4,47,0,0,4,0,0,0,2,1.33937,0,1461,838,40
839,17,17,4,2291,5102,5216,2231,747,1544,1073,622,432,164,330,149,175,0.26,6828,338,720,1818,1130,1210,495,981,1550,3488,1,313,0,0,3,0,0,0,2,2.07852,0,2291,839,114
840,17,17,4,2666,5797,5808,3148,1271,1395,736,885,760,285,503,377,117,0.28,1395,291,638,1909,1532,1438,81,606,483,126,0,99,0,0,4,0,0,0,1,1.22052,0,2666,840,11
841,17,17,4,1626,4270,4311,2039,939,687,473,463,470,220,313,294,12,0.18,523,347,728,1613,976,647,24,183,232,30,0,54,0,0,4,0,0,0,1,1.2127,0,1626,841,41
842,17,17,4,1312,3234,3278,1685,620,692,461,411,293,147,230,188,42,0.19,580,270,469,1274,739,526,23,204,221,101,7,24,0,0,4,0,0,0,2,1.2504,0,1312,842,44
843,17,17,4,1380,4036,4098,2113,1326,54,271,323,401,385,558,437,7,0.15,248,235,792,1358,1253,460,3,90,122,26,0,7,0,0,4,0,0,0,1,1.07988,0,1380,843,62
844,17,17,4,3106,8837,8856,4910,3047,59,333,338,930,1505,26251,1896,85,0.16,1367,512,1531,2544,3278,991,50,156,460,560,1,140,0,0,5,0,0,0,1,1.0038,0,3106,844,19
845,17,17,4,2449,6839,6875,3634,2412,37,376,478,766,829,1280,789,38,0.23,1082,283,1369,1574,2339,1310,0,196,616,193,30,47,0,0,4,0,0,0,1,1.09633,0,2449,845,36
846,17,17,4,2106,5393,5416,2596,1614,492,587,657,572,290,457,360,70,0.23,914,244,919,1621,1549,1083,64,167,444,216,2,21,0,0,4,0,0,0,2,1.20494,0,2106,846,23
847,17,17,4,1228,2886,2886,1324,461,767,548,296,255,129,228,129,50,0.22,1586,178,441,1038,689,540,263,427,610,205,6,75,0,0,3,0,0,0,2,1.55462,0,1228,847,0
848,17,17,4,1790,4491,4573,2333,587,1203,642,590,415,143,273,150,122,0.21,2889,269,730,1689,1031,854,482,330,1542,404,0,131,0,0,4,0,0,0,2,1.64206,0,1790,848,82
849,17,17,4,1345,3794,3832,1834,1212,133,287,314,383,361,329,283,33,0.25,620,217,714,997,1094,810,10,32,420,155,0,3,0,0,4,2220.22534,0,0,1,1.18987,0,1345,849,38
850,17,17,4,1323,3672,3686,1726,1289,34,277,279,373,394,605,448,10,0.26,401,171,632,870,1216,797,20,65,54,262,0,0,0,0,4,0,0,0,1,1.0732,0,1323,850,14
851,17,17,4,749,2055,2055,1028,744,5,98,137,211,303,617,197,11,0.26,210,79,355,440,727,454,7,42,29,132,0,0,0,0,4,0,0,0,1,1.1104,0,749,851,0
852,17,17,4,2106,5905,5907,2951,1941,165,397,451,594,664,567,464,44,0.22,431,285,1031,1601,1903,1087,28,96,205,86,0,16,0,0,4,0,0,0,1,1.1335,0,2106,852,2
853,17,17,4,2024,5437,5472,2665,1394,630,484,591,645,304,595,264,164,0.18,2862,320,1043,1834,1485,790,11,150,1302,1316,0,83,0,0,4,0,0,0,1,1.40401,0,2024,853,35
854,17,17,4,2287,6850,6870,2849,496,1791,1068,686,373,160,203,141,55,0.09,543,759,1476,2907,1269,459,94,23,82,332,0,12,0,0,4,0,0,0,2,1.61821,0,2287,854,20
855,17,17,4,1752,5105,5113,1977,930,822,920,432,281,119,283,228,45,0.18,647,472,997,1831,1043,770,55,130,281,126,0,55,0,0,4,0,0,0,2,1.32075,0,1752,855,8
856,17,17,4,2523,7586,7585,3465,1545,978,996,673,588,266,383,228,147,0.17,1119,516,1384,2742,1859,1084,195,188,627,78,3,28,0,0,4,0,0,0,3,1.37283,0,2523,856,-1
857,17,17,4,1039,3218,3296,1297,626,413,306,389,278,66,246,125,115,0.15,1237,231,608,1235,813,409,225,183,546,185,2,96,0,0,4,1437.13293,0,0,2,1.35449,0,1039,857,78
858,17,17,4,2083,6075,6075,2700,1404,679,759,524,569,231,385,313,71,0.23,996,330,1064,1906,1593,1182,195,188,376,134,0,103,0,0,4,151.38152,0,0,3,1.28041,0,2083,858,0
859,17,17,4,1393,4411,4421,1749,1293,100,421,293,435,244,304,274,7,0.28,196,231,723,1162,1192,1113,14,65,64,45,0,8,0,0,4,0,0,0,3,1.19751,0,1393,859,10
860,17,17,4,2267,6401,6405,3137,1663,604,450,628,615,574,2202,312,585,0.24,4213,401,835,2099,1773,1297,314,808,502,571,0,2018,0,0,4,0,0,0,3,1.22165,0,2267,860,4
861,17,17,4,2185,6918,6942,2874,2098,87,699,532,591,363,613,431,162,0.26,2339,369,1223,1956,1795,1599,435,533,499,149,0,723,0,0,4,0,0,0,3,1.26775,0,2185,861,24
862,17,17,4,2799,6914,6982,3391,1392,1407,1050,741,763,245,773,313,459,0.25,4698,392,947,2435,1646,1562,829,811,586,530,0,1942,0,0,4,0,0,0,3,1.31395,0,2799,862,68
863,17,17,4,1434,4265,4276,1687,986,448,461,404,397,172,356,192,162,0.22,2436,262,685,1339,1208,782,827,546,741,116,1,205,0,0,3,0,0,0,3,1.40023,0,1434,863,11
864,17,17,4,3269,7631,7633,3936,956,2313,1396,1004,653,216,433,189,236,0.17,2814,513,1069,3017,1966,1068,226,498,1469,122,8,491,0,0,3,2195.96802,0,0,3,1.49004,0,3269,864,2
865,17,17,4,1443,3915,3919,1605,1347,96,480,397,359,207,313,304,7,0.31,518,161,513,1073,1091,1081,0,43,376,92,0,7,0,0,4,0,0,0,3,1.1853,0,1443,865,4
866,17,17,4,1439,3763,3774,1820,1385,54,348,296,377,418,818,522,39,0.32,945,144,486,947,1144,1053,14,87,256,568,0,20,0,0,4,0,0,0,1,1.08524,0,1439,866,11
867,17,17,4,1027,2515,2518,1168,833,194,261,201,304,261,202,193,9,0.29,311,99,345,660,784,630,23,68,181,32,0,7,0,0,4,0,0,0,3,1.17755,0,1027,867,3
868,17,17,4,1459,3823,3830,1799,1235,224,434,342,451,232,259,230,28,0.19,513,267,638,1247,1093,585,16,128,321,33,0,15,0,0,4,0,0,0,3,1.23768,0,1459,868,7
869,17,17,4,1832,4254,4273,2038,995,837,696,386,404,346,251,219,29,0.25,833,225,594,1324,1212,918,96,212,387,79,0,59,0,0,4,0,0,0,3,1.33746,0,1832,869,19
870,17,17,4,1703,4885,4885,1763,1232,471,569,553,403,178,247,193,48,0.19,4416,342,687,1862,1200,794,66,193,222,3833,0,102,0,0,4,0,0,0,3,2.03207,0,1703,870,0
871,17,17,4,3297,7601,7711,3555,1035,2262,1370,1119,629,179,415,204,191,0.26,5945,437,961,2648,1903,1762,644,1996,1847,1158,5,295,0,0,3,0,0,0,3,1.87872,0,3297,871,110
872,17,17,4,2927,9544,9559,4077,2178,749,887,931,733,376,538,423,111,0.19,1490,709,1688,3166,2475,1521,182,111,503,148,0,546,0,0,4,0,0,0,3,1.32457,0,2927,872,15
873,17,17,4,1847,5902,5908,2477,1380,467,546,563,501,237,2003,321,1682,0.17,11164,419,1102,2011,1589,787,1234,2271,899,1685,22,5053,0,0,4,0,0,0,3,1.18733,0,1847,873,6
874,18,18,4,0,0,0,0,0,0,0,0,0,0,2428.5,0,2386,0.2,3538,0,0,0,0,0,179,876,728,665,6,1084,0,0,5,0,0,0,3,0.96107,0,0,874,0
875,18,18,4,1026,3651,3702,907,887,139,617,194,152,63,1609.90002,162,882,0.2,17341,281,832,1148,806,635,880,4295,3566,3259,30,5311,0,0,3,0,0,0,3,1.67135,0,1026,875,51
876,18,18,4,616,2254,2317,560,521,95,353,151,57,55,121,109,12,0.19,68,140,592,754,451,380,0,33,2,8,0,25,0,0,4,0,0,0,3,1.25035,0,616,876,63
877,18,18,4,855,3226,3231,928,647,208,398,176,217,64,156,106,46,0.15,234,271,863,1079,595,423,31,52,112,8,1,30,0,0,4,0,0,0,3,1.3285,0,855,877,5
878,18,18,4,1514,5346,5418,1736,1017,497,833,392,231,58,250,137,105,0.13,672,526,1286,1894,1157,555,119,61,252,43,0,197,0,0,3,0,0,0,3,1.40106,0,1514,878,72
879,18,18,4,1277,3920,3926,1446,1053,224,553,310,314,100,157,94,63,0.14,396,306,865,1322,985,448,157,73,89,38,0,39,0,0,4,0,0,0,3,1.43508,0,1277,879,6
880,18,18,4,922,3664,3664,1096,605,317,415,233,187,87,142,103,34,0.11,286,378,998,1256,722,310,19,0,240,15,0,12,0,0,4,0,0,0,3,1.44627,0,922,880,0
881,18,18,4,1043,3107,3116,1234,672,371,530,213,252,48,143,129,10,0.12,191,318,717,1069,725,287,26,8,153,4,0,0,0,0,4,0,0,0,2,1.34133,0,1043,881,9
882,18,18,4,912,2438,2447,1125,714,198,404,243,210,55,195,141,43,0.14,580,170,523,817,671,266,71,59,229,198,0,23,0,0,4,0,0,0,1,1.26109,0,912,882,9
883,18,18,4,1147,2836,2837,1405,1100,47,285,186,307,369,1702,494,40,0.28,897,118,369,652,1037,661,4,284,307,288,0,14,0,0,4,0,0,0,1,1.06075,0,1147,883,1
884,18,18,4,1386,3322,3340,1842,1279,107,209,218,405,554,1149,458,239,0.25,488,140,440,747,1347,666,24,183,221,24,2,34,0,0,4,0,0,0,1,1.00976,0,1386,884,18
885,18,18,4,2563,6048,6048,3544,1892,671,412,377,661,1113,2115,1094,190,0.22,999,269,789,1592,2337,1061,22,252,558,130,0,37,0,0,4,2196.93652,944.2724,4602.70703,1,1.0117,0,2563,885,0
886,18,18,4,1688,4250,4267,2327,1434,254,565,420,432,271,376,360,14,0.15,381,313,854,1392,1234,474,75,80,185,18,0,23,0,0,4,0,0,0,1,1.13706,0,1688,886,17
887,18,18,4,1138,2795,2938,1231,837,301,448,163,336,191,437,229,124,0.18,331,216,554,866,863,439,8,48,239,36,0,0,0,0,4,1093.62146,0,0,1,1.08058,0,1138,887,143
888,18,18,4,1463,4753,4793,1471,818,645,846,377,185,55,198,189,9,0.11,144,468,1295,1622,1000,408,0,1,124,11,0,8,0,0,4,1744.74744,0,0,3,1.3443,0,1463,888,40
889,18,18,4,1109,3420,3420,1244,776,333,607,315,154,33,130,120,10,0.11,258,348,810,1187,791,284,0,109,70,1,1,77,0,0,4,0,0,0,2,1.43435,0,1109,889,0
890,18,18,4,1610,5426,5427,1523,1110,500,861,487,212,50,211,155,41,0.14,270,495,1320,1819,1166,627,24,53,184,6,0,3,0,0,4,0,0,0,3,1.432,0,1610,890,1
891,18,18,4,1451,5240,5248,1525,961,490,819,389,198,45,186,145,40,0.13,190,536,1372,1740,1049,551,84,6,92,8,0,0,0,0,4,0,0,0,3,1.42861,0,1451,891,8
892,18,18,4,1134,4468,4474,1448,729,405,453,345,229,107,312,117,167,0.11,891,457,1150,1664,823,380,129,127,225,29,5,376,0,0,4,0,0,0,3,1.3026,0,1134,892,6
893,18,18,4,832,3225,3244,1017,462,370,511,206,96,19,210,80,122,0.11,816,340,924,1126,571,283,37,106,170,54,5,444,0,0,4,0,0,0,3,1.34659,0,832,893,19
894,18,18,4,1211,4226,4356,1351,558,653,700,318,141,52,201,82,118,0.15,858,453,1064,1512,773,554,42,130,129,250,0,307,0,0,3,0,0,0,3,1.45557,0,1211,894,130
895,18,18,4,2257,7419,7419,1944,1087,1170,1481,435,243,98,296,118,159,0.12,973,657,2091,2465,1454,752,63,84,360,315,0,151,0,0,4,0,0,0,3,1.50811,0,2257,895,0
896,18,18,4,837,2933,2937,1069,425,412,486,223,108,20,595,70,465,0.11,3537,238,631,1277,535,256,361,401,515,811,0,1449,0,0,4,2191.1167,0,0,3,1.27549,0,837,896,4
897,18,18,4,1149,4156,4210,1324,546,603,667,255,144,83,128,70,57,0.11,358,433,1006,1656,753,362,66,41,133,58,0,60,0,0,3,0,0,0,3,1.58764,0,1149,897,54
898,18,18,4,1267,4108,4107,1345,583,684,806,257,138,66,125,101,21,0.12,213,413,1013,1555,721,405,35,49,86,34,0,9,0,0,3,0,0,0,2,1.55041,0,1267,898,-1
899,18,18,4,2420,7752,7769,2333,1533,887,1293,668,348,111,281,225,49,0.15,658,657,1779,2695,1696,942,40,79,364,115,0,60,0,0,4,0,0,0,3,1.48738,0,2420,899,17
900,18,18,4,1794,5717,5798,2091,1381,413,929,560,231,74,269,172,77,0.14,2276,494,1415,1947,1271,671,251,299,651,1049,0,26,0,0,3,0,0,0,2,1.68964,0,1794,900,81
901,18,18,4,1682,4170,4171,1724,973,709,862,371,324,125,222,174,27,0.13,224,320,813,1439,1194,405,0,72,79,73,0,0,0,0,3,0,0,0,1,1.30158,0,1682,901,1
902,18,18,4,739,1800,2510,1163,590,149,253,177,239,70,296,143,153,0.14,787,132,503,932,686,257,36,74,632,17,0,28,0,0,4,0,1017.81079,82.3658,1,1.15716,0,739,902,710
903,18,18,4,1767,4236,4242,2095,1549,218,683,352,482,250,228,212,16,0.17,283,235,741,1307,1414,545,20,66,137,58,0,2,0,0,4,0,0,0,1,1.27017,0,1767,903,6
904,18,18,4,2090,6196,6248,2453,1324,766,1072,436,427,155,260,221,31,0.13,455,467,1458,2197,1524,602,21,88,327,19,0,0,0,0,4,0,0,0,1,1.40066,0,2090,904,52
905,18,18,4,2348,8070,8069,3066,1425,923,1084,563,503,198,255,223,30,0.13,482,693,1893,2901,1786,796,39,51,313,58,0,21,0,0,3,0,0,0,1,1.52685,0,2348,905,-1
906,18,18,4,2038,5837,5865,2537,1160,878,1024,604,265,145,212,171,19,0.14,403,465,1223,2118,1381,678,129,59,191,9,0,15,0,0,3,0,0,0,2,1.51852,0,2038,906,28
907,18,18,4,1129,2730,2766,1638,956,173,279,257,333,260,303,201,50,0.18,247,156,404,918,892,396,6,81,109,28,1,22,0,0,4,0,0,0,1,1.12888,0,1129,907,36
908,18,18,4,1520,3801,3811,1964,972,548,390,476,333,321,217,187,27,0.19,413,236,603,1176,1216,580,134,82,107,32,1,57,0,0,4,0,0,0,1,1.28605,0,1520,908,10
909,18,18,4,1398,3498,3498,1844,1129,269,470,318,329,281,235,207,26,0.2,222,212,533,1143,1052,558,21,53,130,13,0,5,0,0,4,0,0,0,1,1.19611,0,1398,909,0
