observation_id,choice,availability_drive_alone,availability_shared_ride_2,availability_shared_ride_3+,availability_walk_transit_walk,availability_drive_transit_walk,availability_walk_transit_drive,availability_walk,availability_bicycle,household_id,person_id,tour_id,tour_origin_taz,primary_dest_taz,age,household_size,household_income,household_income_values,transit_subsidy,transit_subsidy_amount,cross_bay,total_travel_time_drive_alone,total_travel_time_shared_ride_2,total_travel_time_shared_ride_3+,total_travel_time_walk_transit_walk,total_travel_time_drive_transit_walk,total_travel_time_walk_transit_drive,total_travel_time_walk,total_travel_time_bicycle,total_travel_distance_drive_alone,total_travel_distance_shared_ride_2,total_travel_distance_shared_ride_3+,total_travel_distance_walk,total_travel_distance_bicycle,total_travel_cost_drive_alone,total_travel_cost_shared_ride_2,total_travel_cost_shared_ride_3+,total_travel_cost_walk_transit_walk,total_travel_cost_drive_transit_walk,total_travel_cost_walk_transit_drive,age_ctgry
766,bike,1,1,1,1,1,1,1,1,7014614,2,0,119.0,88.0,45,5,6,87500.0,0,-1,0,27.22,27.22,27.22,103.54,82.92,101.28,142.4,35.6,7.62,7.62,7.62,7.12,7.12,1.4082,0.8046,0.5633,3.22,3.22,3.82,45-64
767,walk,1,1,1,1,1,1,1,1,7014614,3,0,119.0,114.0,39,5,6,87500.0,0,-1,0,14.59,14.59,14.59,48.9,33.42,34.94,55.2,13.8,2.76,2.76,2.76,2.76,2.76,0.51,0.2914,0.204,3.22,3.22,3.22,20-44
768,shared_ride_3,1,1,1,1,1,1,1,1,7014614,4,0,119.0,100.0,5,5,6,87500.0,0,-1,0,13.01,13.01,13.01,37.72,23.61,31.27,30.8,7.7,1.54,1.54,1.54,1.54,1.54,0.2846,0.1626,0.1138,3.22,3.22,3.22,05-19
769,walk_transit_walk,0,1,1,1,0,1,1,0,7014653,1,0,101.0,15.0,41,2,8,175000.0,0,-1,0,,25.68,25.68,49.73,,59.16,117.8,,,6.31,6.31,5.89,,,0.6663,0.4664,3.02,,3.22,20-44
770,walk,0,1,1,1,0,1,1,0,7014653,2,0,101.0,79.0,44,2,8,175000.0,0,-1,0,,16.64,16.64,47.8,,45.86,58.0,,,2.9,2.9,2.9,,,0.3063,0.2143,3.22,,3.22,20-44
771,bike,1,1,1,1,1,1,1,1,7014667,1,0,124.0,88.0,37,3,8,175000.0,0,-1,0,25.94,25.94,25.94,74.51,67.56,65.65,146.0,36.5,8.58,8.58,8.58,7.3,7.3,1.5856,0.906,0.6342,3.22,3.22,5.43,20-44
772,drive_alone,1,1,1,1,1,1,1,1,7014692,1,0,125.0,169.0,64,2,4,42500.0,0,-1,0,18.57,18.57,18.57,66.53,59.9,59.9,141.6,35.4,7.48,7.48,7.48,7.08,7.08,1.3343,0.7624,0.5337,3.22,3.22,3.22,45-64
773,walk_transit_walk,1,1,1,1,1,1,0,0,7014713,1,0,99.0,971.0,57,1,5,62500.0,1,45,1,51.86,51.86,51.86,76.48,77.55,78.6,,,24.55,24.55,24.5,,,9.3569,5.3467,2.6151,5.38,6.99,6.71,45-64
774,shared_ride_2,1,1,1,1,1,1,1,1,7014726,2,0,125.0,1.0,50,2,99,117480.978261,0,-1,0,24.39,24.39,24.39,80.98,85.57,78.46,188.0,47.0,10.19,10.19,10.19,9.4,9.4,1.8832,1.0759999999999998,0.7533,4.63,3.22,3.22,45-64
775,walk_transit_walk,1,1,1,1,1,1,1,1,7014758,1,0,125.0,13.0,64,2,7,125000.0,0,-1,0,22.39,22.39,22.39,83.82,69.25,69.25,172.2,43.05,9.84,9.84,9.84,8.61,8.61,1.8184,1.0391,0.7274,3.22,3.22,3.98,45-64
776,walk,1,1,1,1,1,1,1,1,7014813,2,0,22.0,13.0,55,2,8,175000.0,0,-1,0,14.71,14.71,14.71,27.02,19.03,19.21,32.0,8.0,1.7,1.7,1.7,1.6,1.6,0.3142,0.1795,0.1256,3.02,3.22,3.22,45-64
777,drive_alone,1,1,1,1,1,1,1,1,7015279,2,0,166.0,5.0,62,3,6,87500.0,1,999998,0,29.67,29.67,29.67,67.62,91.14,90.66,259.0,64.75,15.14,15.14,15.14,12.95,12.95,2.7979,1.5988,1.1191,5.84,3.98,3.22,45-64
778,walk_transit_walk,0,1,1,1,0,1,1,0,7015439,1,0,83.0,3.0,50,2,8,175000.0,0,-1,0,,26.15,26.15,74.6,,76.25,124.4,,,6.29,6.29,6.22,,,0.6643,0.465,3.22,,3.22,45-64
779,walk_transit_walk,0,1,1,1,0,1,1,0,7015439,2,0,83.0,24.0,54,2,8,175000.0,1,999998,0,,27.22,27.22,79.8,,79.83,138.0,,,6.9,6.9,6.9,,,0.7287,0.51,3.22,,3.22,45-64
780,shared_ride_2,1,1,1,1,1,1,1,0,7015478,1,0,93.0,9.0,55,2,99,117480.978261,1,999998,0,20.5,20.5,20.5,117.01,137.14,75.46,111.6,,5.58,5.58,5.58,5.58,,1.0312,0.5893,0.4125,3.22,3.98,3.22,45-64
781,walk_transit_walk,1,1,1,1,1,1,1,0,7015630,1,0,103.0,16.0,58,2,6,87500.0,0,-1,0,25.22,25.22,25.22,72.5,61.82,81.83,130.0,,6.75,6.75,6.75,6.5,,1.2474,0.7128,0.499,3.22,3.98,3.22,45-64
782,walk_transit_walk,1,1,1,1,1,1,1,0,7015647,1,0,94.0,4.0,60,2,8,175000.0,1,62,0,24.42,24.42,24.42,42.87,56.98,45.69,124.4,,6.24,6.24,6.24,6.22,,1.1532,0.659,0.4613,3.22,3.98,3.22,45-64
783,drive_alone,1,1,1,1,1,1,1,1,7015815,2,0,47.0,69.0,50,6,10,275000.0,0,-1,0,18.67,18.67,18.67,42.66,31.99,32.4,67.2,16.8,3.36,3.36,3.36,3.36,3.36,0.621,0.3548,0.2484,3.22,3.22,3.22,45-64
784,walk,1,1,1,1,1,1,1,1,7015815,2,1,47.0,69.0,50,6,10,275000.0,0,-1,0,18.55,18.55,18.55,50.89,41.37,40.31,67.2,16.8,3.36,3.36,3.36,3.36,3.36,0.621,0.3548,0.2484,3.22,3.22,3.22,45-64
785,shared_ride_3,1,1,1,1,1,1,1,1,7015815,3,0,47.0,50.0,11,6,10,275000.0,0,-1,0,15.62,15.62,15.62,35.58,20.89,20.56,38.8,9.7,2.0,2.0,2.0,1.94,1.94,0.3696,0.2112,0.1478,3.22,3.22,3.22,05-19
786,shared_ride_3,1,1,1,1,1,1,1,1,7015815,4,0,47.0,50.0,9,6,10,275000.0,0,-1,0,15.62,15.62,15.62,35.58,20.89,20.56,38.8,9.7,2.0,2.0,2.0,1.94,1.94,0.3696,0.2112,0.1478,3.22,3.22,3.22,05-19
787,shared_ride_3,1,1,1,1,1,1,1,1,7015815,5,0,47.0,50.0,7,6,10,275000.0,0,-1,0,15.62,15.62,15.62,35.58,20.89,20.56,38.8,9.7,2.0,2.0,2.0,1.94,1.94,0.3696,0.2112,0.1478,3.22,3.22,3.22,05-19
788,drive_alone,1,1,1,1,1,1,1,0,7015860,1,0,48.0,2.0,44,2,99,117480.978261,0,-1,0,19.92,19.92,19.92,58.25,48.57,47.37,90.8,,4.54,4.54,4.54,4.54,,0.8390000000000001,0.4794,0.3356,3.22,3.22,3.22,20-44
789,drive_alone,1,1,1,1,1,1,1,0,7015860,2,0,48.0,2.0,59,2,99,117480.978261,0,-1,0,20.09,20.09,20.09,37.61,32.19,31.18,90.8,,4.54,4.54,4.54,4.54,,0.8390000000000001,0.4794,0.3356,3.22,3.22,3.22,45-64
790,drive_alone,1,1,1,1,1,1,1,1,7015943,2,0,173.0,52.0,51,4,8,175000.0,0,-1,0,27.42,27.42,27.42,141.62,120.14,124.62,228.0,57.0,12.04,12.04,12.04,11.4,11.4,2.225,1.2714,0.89,3.22,3.22,5.55,45-64
791,shared_ride_3,1,1,1,1,1,1,1,1,7015943,3,0,173.0,90.0,4,4,8,175000.0,0,-1,0,19.82,19.82,19.82,50.12,37.33,41.32,92.0,23.0,4.66,4.66,4.66,4.6,4.6,0.8612,0.4920000000000001,0.3444,3.22,3.22,3.22,0-04
792,shared_ride_3,1,1,1,1,1,1,1,1,7015943,4,0,173.0,90.0,2,4,8,175000.0,0,-1,0,19.82,19.82,19.82,50.12,37.33,41.32,92.0,23.0,4.66,4.66,4.66,4.6,4.6,0.8612,0.4920000000000001,0.3444,3.22,3.22,3.22,0-04
793,shared_ride_2,1,1,1,1,1,1,1,1,7016092,1,0,172.0,9.0,53,3,8,175000.0,1,46,0,28.76,28.76,28.76,57.85,62.11,68.31,186.8,46.7,9.34,9.34,9.34,9.34,9.34,1.726,0.9863,0.6904,3.22,3.22,3.22,45-64
794,shared_ride_3,1,1,1,1,1,1,1,1,7016092,3,0,172.0,86.0,14,3,8,175000.0,0,-1,0,24.55,24.55,24.55,90.66,82.36,78.92,157.0,39.25,8.03,8.03,8.03,7.85,7.85,1.484,0.8479,0.5935,3.22,3.22,3.22,05-19
795,drive_alone,1,1,1,1,1,1,1,0,7016359,1,0,88.0,147.0,35,3,7,125000.0,0,-1,0,30.74,30.74,30.74,131.12,118.04,119.62,242.4,,12.64,12.64,12.64,12.12,,2.3359,1.3348,0.9344,3.22,5.23,3.22,20-44
796,drive_alone,1,1,1,1,1,1,1,0,7016359,2,0,88.0,45.0,40,3,7,125000.0,0,-1,0,22.22,22.22,22.22,68.01,58.9,58.9,115.2,,5.76,5.76,5.76,5.76,,1.0644,0.6082,0.4258,3.22,3.22,3.22,20-44
797,walk_transit_walk,1,1,1,1,1,1,1,1,7016388,1,0,81.0,4.0,999,1,99,117480.978261,1,999998,0,20.44,20.44,20.44,40.46,37.6,48.79,80.8,20.2,4.04,4.04,4.04,4.04,4.04,0.7466,0.4266,0.2986,3.22,3.22,3.22,65+
798,bike,1,1,1,1,1,1,1,1,7016401,1,0,87.0,24.0,42,4,7,125000.0,0,-1,0,27.78,27.78,27.78,73.82,61.45,59.15,141.2,35.3,7.52,7.52,7.52,7.06,7.06,1.3897,0.7942,0.5559,3.22,3.22,3.22,20-44
799,walk,1,1,1,0,0,0,1,1,7016401,3,0,87.0,87.0,6,4,7,125000.0,0,-1,0,9.06,9.06,9.06,,,,8.0,2.0,0.4,0.4,0.4,0.4,0.4,0.07400000000000001,0.0422,0.0296,,,,05-19
800,shared_ride_2,1,1,1,1,1,1,1,1,7016401,4,0,87.0,71.0,4,4,7,125000.0,0,-1,0,14.85,14.85,14.85,61.54,53.27,48.78,65.6,16.4,3.28,3.28,3.28,3.28,3.28,0.6062,0.3464,0.2424,3.22,3.22,3.22,0-04
801,walk_transit_walk,1,1,1,1,1,1,1,1,7016448,1,0,91.0,22.0,58,3,7,125000.0,0,-1,0,31.07,31.07,31.07,87.6,84.28,88.02,185.4,46.35,9.41,9.41,9.41,9.27,9.27,1.7389,0.9937,0.6956,3.22,3.98,3.22,45-64
802,shared_ride_2,1,1,1,1,1,1,1,1,7016454,1,0,89.0,2.0,54,3,9,225000.0,0,-1,0,27.48,27.48,27.48,48.9,59.48,62.48,152.0,38.0,7.84,7.84,7.84,7.6,7.6,1.4488,0.8279,0.5795,3.22,3.98,3.22,45-64
803,walk_transit_walk,0,1,1,1,0,1,1,1,7016551,1,0,65.0,9.0,998,1,4,42500.0,1,999998,0,,24.24,24.24,80.34,,70.81,131.2,32.8,,6.65,6.65,6.56,6.56,,0.7023,0.4915,4.63,,3.22,65+
804,drive_alone,1,1,1,1,1,1,1,1,7016552,2,0,65.0,103.0,58,3,7,125000.0,0,-1,0,27.98,27.98,27.98,76.41,63.49,66.69,152.8,38.2,8.05,8.05,8.05,7.64,7.64,1.4876,0.8501,0.5951,3.22,3.22,3.22,45-64
805,drive_alone,1,1,1,1,1,1,1,1,7016552,2,1,65.0,2.0,58,3,7,125000.0,0,-1,0,26.25,26.25,26.25,61.97,55.43,52.88,150.0,37.5,7.5,7.5,7.5,7.5,7.5,1.386,0.792,0.5544,3.22,3.22,3.22,45-64
806,shared_ride_2,1,1,1,1,1,1,1,1,7016552,3,0,65.0,71.0,10,3,7,125000.0,0,-1,0,11.61,11.61,11.61,27.92,24.35,24.35,42.4,10.6,2.12,2.12,2.12,2.12,2.12,0.3918,0.2238,0.1568,3.22,3.22,3.22,05-19
807,shared_ride_3,1,1,1,1,1,1,1,1,7016607,3,0,67.0,65.0,8,5,10,275000.0,0,-1,0,11.34,11.34,11.34,39.02,26.26,28.48,34.0,8.5,1.7,1.7,1.7,1.7,1.7,0.3142,0.1796,0.1256,3.22,3.22,3.22,05-19
808,shared_ride_3,1,1,1,1,1,1,1,1,7016607,4,0,67.0,65.0,8,5,10,275000.0,0,-1,0,11.34,11.34,11.34,39.02,26.26,28.48,34.0,8.5,1.7,1.7,1.7,1.7,1.7,0.3142,0.1796,0.1256,3.22,3.22,3.22,05-19
809,shared_ride_3,1,1,1,1,1,1,1,1,7016607,5,0,67.0,65.0,5,5,10,275000.0,0,-1,0,11.36,11.36,11.36,30.26,19.56,19.72,34.0,8.5,1.7,1.7,1.7,1.7,1.7,0.3142,0.1796,0.1256,3.22,3.22,3.22,05-19
810,walk_transit_walk,1,1,1,1,1,1,1,1,7016618,1,0,69.0,11.0,999,4,7,125000.0,0,-1,0,20.62,20.62,20.62,68.22,51.28,52.3,98.0,24.5,4.91,4.91,4.91,4.9,4.9,0.9073,0.5185,0.3629,3.22,3.22,3.22,65+
811,walk,1,1,1,0,0,0,1,1,7016618,2,0,69.0,69.0,999,4,7,125000.0,0,-1,0,7.94,7.94,7.94,,,,11.6,2.9,0.58,0.58,0.58,0.58,0.58,0.1072,0.0612,0.0428,,,,65+
812,walk_transit_walk,1,1,1,1,1,1,1,1,7016618,3,0,69.0,86.0,999,4,7,125000.0,0,-1,0,10.42,10.42,10.42,37.64,28.19,24.02,27.6,6.9,1.38,1.38,1.38,1.38,1.38,0.255,0.1458,0.102,3.22,3.22,3.22,65+
813,walk_transit_walk,1,1,1,1,1,1,1,1,7016618,4,0,69.0,66.0,999,4,7,125000.0,0,-1,0,13.29,13.29,13.29,36.24,26.63,26.66,54.0,13.5,3.06,3.06,3.06,2.7,2.7,0.5655,0.3232,0.2262,3.22,3.22,3.22,65+
814,bike,1,1,1,1,1,1,1,1,7016667,2,0,57.0,66.0,46,4,6,87500.0,0,-1,0,12.36,12.36,12.36,36.88,28.72,28.72,71.2,17.8,3.56,3.56,3.56,3.56,3.56,0.6578,0.376,0.2632,3.22,3.22,3.22,45-64
815,bike,1,1,1,1,1,1,1,1,7016667,2,1,57.0,66.0,46,4,6,87500.0,0,-1,0,12.41,12.41,12.41,39.3,31.14,29.37,71.2,17.8,3.56,3.56,3.56,3.56,3.56,0.6578,0.376,0.2632,3.22,3.22,3.22,45-64
816,shared_ride_3,1,1,1,1,1,1,1,1,7016667,3,0,57.0,62.0,6,4,6,87500.0,0,-1,0,8.86,8.86,8.86,36.39,25.11,24.66,32.0,8.0,1.6,1.6,1.6,1.6,1.6,0.2956,0.16899999999999998,0.1182,3.22,3.22,3.22,05-19
817,shared_ride_2,1,1,1,1,1,1,1,1,7016667,4,0,57.0,69.0,4,4,6,87500.0,0,-1,0,18.29,18.29,18.29,61.96,44.96,44.96,120.0,30.0,6.12,6.12,6.12,6.0,6.0,1.131,0.6462,0.4524,3.22,3.22,3.22,0-04
818,walk_transit_walk,1,1,1,1,1,1,1,1,7016828,2,0,62.0,1.0,53,3,7,125000.0,0,-1,0,29.68,29.68,29.68,66.44,60.15,58.96,183.4,45.85,9.33,9.33,9.33,9.17,9.17,1.7242,0.9853,0.6897,3.22,3.22,3.22,45-64
819,walk_transit_walk,1,1,1,1,1,1,1,1,7016828,3,0,62.0,133.0,17,3,7,125000.0,0,-1,0,31.45,31.45,31.45,103.87,100.39,100.39,230.8,57.7,11.54,11.54,11.54,11.54,11.54,2.1326,1.2186,0.853,4.63,3.82,3.22,05-19
820,walk_transit_walk,1,1,1,1,1,1,1,1,7016931,3,0,59.0,188.0,14,3,4,42500.0,0,-1,0,26.92,26.92,26.92,77.0,67.99,80.74,190.0,47.5,9.52,9.52,9.52,9.5,9.5,1.7592,1.0054,0.7038,3.22,3.22,3.22,05-19
821,walk_transit_walk,1,1,1,1,1,1,1,1,7016978,1,0,55.0,69.0,66,2,8,175000.0,1,999998,0,20.46,20.46,20.46,54.79,50.15,41.36,140.0,35.0,7.08,7.08,7.08,7.0,7.0,1.3084,0.7476,0.5234,3.22,3.22,3.22,65+
822,drive_alone,1,1,1,1,1,1,1,1,7017091,1,0,59.0,79.0,51,4,99,117480.978261,0,-1,0,27.46,27.46,27.46,81.49,72.65,63.19,185.2,46.3,9.31,9.31,9.31,9.26,9.26,1.7205,0.9831,0.6881,3.22,3.22,3.22,45-64
823,walk_transit_walk,1,1,1,1,1,1,1,1,7017091,3,0,59.0,38.0,5,4,99,117480.978261,1,999998,0,34.32,34.32,34.32,90.57,81.15,77.22,246.0,61.5,14.14,14.14,14.14,12.3,12.3,2.6131,1.4932,1.0452,3.22,3.22,3.22,05-19
824,walk_transit_walk,1,1,1,1,1,1,1,1,7017091,4,0,59.0,167.0,4,4,99,117480.978261,1,999998,0,30.69,30.69,30.69,98.71,90.9,92.71,240.4,60.1,12.04,12.04,12.04,12.02,12.02,2.225,1.2714,0.89,3.22,5.23,7.8,0-04
825,walk_transit_walk,1,1,1,1,1,1,1,1,7017104,3,0,54.0,48.0,15,4,8,175000.0,0,-1,0,25.1,25.1,25.1,85.34,70.38,70.14,180.0,45.0,9.09,9.09,9.09,9.0,9.0,1.6798,0.9599,0.6719,3.22,3.22,3.22,05-19
826,walk,1,1,1,0,0,0,1,1,7017181,3,0,175.0,175.0,4,4,6,87500.0,0,-1,0,8.72,8.72,8.72,,,,14.4,3.6,0.72,0.72,0.72,0.72,0.72,0.133,0.076,0.0532,,,,0-04
827,walk_transit_walk,1,1,1,1,1,1,1,1,7017181,4,0,175.0,64.0,1,4,6,87500.0,0,-1,0,15.93,15.93,15.93,67.52,60.89,57.98,76.8,19.2,3.84,3.84,3.84,3.84,3.84,0.7096,0.4056,0.2838,3.22,3.22,3.22,0-04
828,walk_transit_walk,0,1,1,1,0,1,1,0,7017218,1,0,90.0,11.0,59,1,4,42500.0,0,-1,0,,29.17,29.17,71.69,,70.24,142.4,,,7.14,7.14,7.12,,,0.7539,0.5278,3.22,,3.22,45-64
829,shared_ride_2,1,1,1,1,1,1,1,1,7017231,1,0,175.0,142.0,63,2,7,125000.0,0,-1,0,30.14,30.14,30.14,124.44,113.73,114.3,221.6,55.4,11.1,11.1,11.1,11.08,11.08,2.0512,1.1722,0.8206,3.22,3.22,3.22,45-64
830,shared_ride_2,1,1,1,1,1,1,1,1,7017231,2,0,175.0,142.0,61,2,7,125000.0,0,-1,0,30.14,30.14,30.14,124.44,113.73,114.3,221.6,55.4,11.1,11.1,11.1,11.08,11.08,2.0512,1.1722,0.8206,3.22,3.22,3.22,45-64
831,walk_transit_walk,0,1,1,1,0,1,1,0,7017241,1,0,175.0,188.0,63,1,5,62500.0,0,-1,0,,21.61,21.61,79.11,,70.91,138.4,,,6.92,6.92,6.92,,,0.7308,0.5116,3.22,,3.22,45-64
832,shared_ride_3,1,1,1,1,1,1,1,1,7017308,4,0,180.0,95.0,9,4,6,87500.0,0,-1,0,28.95,28.95,28.95,101.08,93.0,89.93,207.6,51.9,10.38,10.38,10.38,10.38,10.38,1.9182,1.0962,0.7672,3.22,3.22,3.22,05-19
833,walk_transit_walk,0,1,1,1,0,1,1,0,7017463,1,0,177.0,111.0,52,1,6,87500.0,0,-1,0,,35.2,35.2,86.28,,82.88,244.4,,,12.46,12.46,12.22,,,1.3158,0.921,3.22,,3.22,45-64
834,shared_ride_2,1,1,1,1,1,1,1,1,7017623,2,0,90.0,23.0,37,2,4,42500.0,0,-1,0,39.03,39.03,39.03,86.65,82.05,80.87,207.4,51.85,10.38,10.38,10.38,10.37,10.37,1.9183,1.0961,0.7673,3.22,3.22,3.22,20-44
835,walk_transit_walk,1,1,1,1,1,1,1,1,7017673,3,0,175.0,63.0,5,4,10,275000.0,0,-1,0,16.98,16.98,16.98,54.21,46.36,44.0,94.0,23.5,4.78,4.78,4.78,4.7,4.7,0.8834,0.5048,0.3534,3.22,3.22,3.22,05-19
836,shared_ride_2,1,1,1,1,1,1,1,1,7018085,3,0,171.0,66.0,3,4,10,275000.0,0,-1,0,24.43,24.43,24.43,71.33,59.22,59.16,160.8,40.2,8.04,8.04,8.04,8.04,8.04,1.4858,0.8490000000000001,0.5944,3.22,3.22,3.22,0-04
837,bike,1,1,1,1,1,1,1,1,7018091,1,0,169.0,120.0,62,2,8,175000.0,0,-1,0,20.45,20.45,20.45,78.48,69.25,68.85,173.2,43.3,9.73,9.73,9.73,8.66,8.66,1.7981,1.0275,0.7193,3.22,3.22,3.22,45-64
838,shared_ride_3,1,1,1,1,1,1,1,1,7018216,3,0,170.0,49.0,13,4,10,275000.0,0,-1,0,29.25,29.25,29.25,68.2,79.65,62.93,216.4,54.1,11.28,11.28,11.28,10.82,10.82,2.0846,1.1912,0.8338,3.22,3.22,3.22,05-19
839,shared_ride_3,1,1,1,1,1,1,1,1,7018216,4,0,170.0,49.0,10,4,10,275000.0,0,-1,0,29.25,29.25,29.25,68.2,79.65,62.93,216.4,54.1,11.28,11.28,11.28,10.82,10.82,2.0846,1.1912,0.8338,3.22,3.22,3.22,05-19
840,shared_ride_2,1,1,1,1,1,1,1,1,7018226,2,0,171.0,110.0,44,5,10,275000.0,0,-1,0,29.28,29.28,29.28,97.2,88.39,88.39,219.6,54.9,11.1,11.1,11.1,10.98,10.98,2.0512,1.1722,0.8206,3.22,3.22,3.22,20-44
841,walk_transit_walk,1,1,1,1,1,1,0,0,7018256,2,0,52.0,971.0,45,4,7,125000.0,0,-1,1,53.09,53.09,53.09,176.22,192.27,172.0,,,27.06,27.06,27.01,,,9.8207,5.6118,2.8006,8.0,7.43,7.63,45-64
842,drive_alone,1,1,1,1,1,1,1,1,7018393,1,0,127.0,52.0,48,4,9,225000.0,0,-1,0,35.55,35.55,35.55,164.12,105.85,141.57,235.6,58.9,13.66,13.66,13.66,11.78,11.78,2.5244,1.4425,1.0098,4.43,3.82,3.82,45-64
843,drive_alone,1,1,1,1,1,1,1,0,7018520,1,0,93.0,110.0,36,1,7,125000.0,0,-1,0,24.33,24.33,24.33,106.05,101.63,99.82,168.4,,8.42,8.42,8.42,8.42,,1.556,0.8892,0.6224,3.22,5.39,3.22,20-44
844,drive_alone,1,1,1,1,1,1,0,0,7018529,2,0,130.0,969.0,65,2,9,225000.0,1,65,1,57.9,57.9,51.24,91.34,93.61,78.92,,,29.64,29.64,29.59,,,8.6782,4.959,3.4713,5.78,5.78,5.78,65+
845,walk_transit_walk,0,1,1,1,0,1,1,0,7018622,2,0,187.0,133.0,37,2,3,25000.0,0,-1,0,,16.16,16.16,88.09,,57.85,111.2,,,5.56,5.56,5.56,,,0.5872,0.411,3.22,,3.22,20-44
846,drive_alone,1,1,1,1,1,1,1,1,7018741,2,0,38.0,11.0,55,2,8,175000.0,0,-1,0,20.72,20.72,20.72,46.61,33.27,35.03,69.2,17.3,4.3,4.3,4.3,3.46,3.46,0.7946,0.454,0.3178,3.22,3.22,5.63,45-64
847,bike,1,1,1,1,1,1,1,1,7018843,1,0,38.0,18.0,41,1,7,125000.0,0,-1,0,22.71,22.71,22.71,50.42,37.71,41.2,90.8,22.7,5.15,5.15,5.15,4.54,4.54,0.9517,0.5439,0.3807,3.22,3.22,3.22,20-44
848,walk,0,1,1,1,0,1,1,1,7018855,1,0,38.0,16.0,38,1,6,87500.0,0,-1,0,,18.96,18.96,63.35,,50.93,67.0,16.75,,3.44,3.44,3.35,3.35,,0.3633,0.2543,3.22,,3.22,20-44
849,walk_transit_walk,0,1,1,1,0,1,1,0,7018884,3,0,39.0,24.0,87,3,7,125000.0,0,-1,0,,18.18,18.18,29.27,,20.97,37.2,,,1.99,1.99,1.86,,,0.2101,0.1471,3.22,,5.63,65+
850,drive_alone,1,1,1,1,1,1,1,1,7018891,2,0,35.0,9.0,70,2,8,175000.0,0,-1,0,17.98,17.98,17.98,52.92,42.84,37.83,56.2,14.05,2.83,2.83,2.83,2.81,2.81,0.523,0.2989,0.2092,7.24,5.63,3.22,65+
851,walk_transit_walk,1,1,1,1,1,1,1,0,7018928,1,0,152.0,91.0,59,1,4,42500.0,0,-1,0,27.96,27.96,27.96,142.56,117.1,120.46,205.6,,10.3,10.3,10.3,10.28,,1.9034,1.0876,0.7614,3.22,3.22,5.59,45-64
852,walk_transit_walk,1,1,1,1,1,1,1,0,7018983,1,0,155.0,12.0,20,4,5,62500.0,0,-1,0,29.42,29.42,29.42,60.01,51.22,51.1,247.4,,12.93,12.93,12.93,12.37,,2.3894,1.3654,0.9558,3.22,3.22,3.22,20-44
853,walk_transit_walk,1,1,1,1,1,1,1,0,7018983,4,0,155.0,138.0,12,4,5,62500.0,0,-1,0,13.6,13.6,13.6,55.97,41.86,41.86,66.4,,3.32,3.32,3.32,3.32,,0.6136,0.3506,0.2454,3.22,3.22,3.22,05-19
854,drive_alone,1,1,1,1,1,1,1,1,7019243,1,0,187.0,152.0,38,5,4,42500.0,0,-1,0,25.95,25.95,25.95,130.9,101.35,117.64,200.8,50.2,10.33,10.33,10.33,10.04,10.04,1.8776,1.0729,0.7509999999999999,3.22,5.23,5.55,20-44
855,shared_ride_3,1,1,1,1,1,1,1,1,7019243,3,0,187.0,179.0,9,5,4,42500.0,0,-1,0,15.37,15.37,15.37,99.22,84.83,75.95,98.4,24.6,5.2,5.2,5.2,4.92,4.92,0.961,0.5492,0.3844,3.22,3.22,3.22,05-19
856,shared_ride_2,1,1,1,1,1,1,1,1,7019243,4,0,187.0,179.0,7,5,4,42500.0,0,-1,0,15.39,15.39,15.39,69.44,52.5,52.5,98.4,24.6,5.2,5.2,5.2,4.92,4.92,0.961,0.5492,0.3844,3.22,3.22,3.22,05-19
857,shared_ride_3,1,1,1,1,1,1,1,1,7019243,5,0,187.0,177.0,4,5,4,42500.0,0,-1,0,17.21,17.21,17.21,66.06,50.34,47.27,116.8,29.2,5.84,5.84,5.84,5.84,5.84,1.0792,0.6168,0.4316,3.22,3.22,3.22,0-04
858,walk,1,1,1,1,1,1,1,0,7162157,2,0,17.0,15.0,45,2,9,225000.0,0,-1,0,15.6,15.6,15.6,38.7,25.04,19.04,34.8,,1.74,1.74,1.74,1.74,,0.3216,0.1838,0.1286,3.22,3.22,3.22,45-64
859,walk,0,1,1,1,0,1,1,1,7162266,1,0,32.0,11.0,52,2,8,175000.0,0,-1,0,,17.05,17.05,38.1,,31.43,53.6,13.4,,2.68,2.68,2.68,2.68,,0.28300000000000003,0.1981,3.22,,5.63,45-64
860,bike,1,1,1,1,1,1,1,1,7162394,1,0,100.0,115.0,47,3,6,87500.0,0,-1,0,18.46,18.46,18.46,46.42,26.48,33.26,47.6,11.9,2.44,2.44,2.44,2.38,2.38,0.451,0.2576,0.1804,3.22,3.22,3.22,45-64
861,drive_alone,1,1,1,1,1,1,1,1,7162394,2,0,100.0,127.0,50,3,6,87500.0,0,-1,0,12.55,12.55,12.55,30.91,23.43,23.43,54.8,13.7,2.74,2.74,2.74,2.74,2.74,0.5064,0.2894,0.2026,3.02,3.22,3.22,45-64
862,shared_ride_3,1,1,1,1,1,1,1,1,7162394,3,0,100.0,48.0,12,3,6,87500.0,0,-1,0,25.53,25.53,25.53,84.62,74.97,78.16,142.0,35.5,7.54,7.54,7.54,7.1,7.1,1.3934,0.7962,0.5573,4.43,3.22,3.82,05-19
863,drive_alone,1,1,1,1,1,1,1,1,7162531,2,0,122.0,49.0,55,2,7,125000.0,0,-1,0,26.54,26.54,26.54,100.6,97.07,97.07,170.0,42.5,8.65,8.65,8.65,8.5,8.5,1.5985,0.9135,0.6394,3.22,3.22,3.22,45-64
