INDEX,OPR_DT,OPR_HR,MWh
466,2016-03-20,12,531.2002
467,2016-03-20,13,580.30419
468,2016-03-20,14,787.42718
469,2016-03-20,15,1027.25123
470,2016-03-20,16,1748.41359
471,2016-03-20,17,1874.03401
472,2016-03-20,18,1773.07382
473,2016-03-20,19,1687.42489
474,2016-03-20,20,1677.77364
475,2016-03-20,21,1612.55004
476,2016-03-20,22,1588.53867
477,2016-03-20,23,1558.84449
478,2016-03-20,24,1576.95627
479,2016-03-21,1,1327.88046
480,2016-03-21,2,1162.08852
481,2016-03-21,3,1218.70609
482,2016-03-21,4,1495.57844
483,2016-03-21,5,1458.43795
484,2016-03-21,6,1430.96258
485,2016-03-21,7,1453.95137
486,2016-03-21,8,1561.8187
487,2016-03-21,9,1515.90024
488,2016-03-21,10,1459.41637
489,2016-03-21,11,1585.71834
490,2016-03-21,12,1648.0298
491,2016-03-21,13,2027.7015
492,2016-03-21,14,2285.15009
493,2016-03-21,15,2742.28734
494,2016-03-21,16,2842.71435
495,2016-03-21,17,2945.96474
496,2016-03-21,18,2666.87412
497,2016-03-21,19,2549.77594
498,2016-03-21,20,2733.48207
499,2016-03-21,21,2581.34624
500,2016-03-21,22,2444.92654
501,2016-03-21,23,2425.80924
502,2016-03-21,24,2442.49245
503,2016-03-22,1,2518.59803
504,2016-03-22,2,2469.90182
505,2016-03-22,3,2193.19734
506,2016-03-22,4,1957.75471
507,2016-03-22,5,2179.68339
508,2016-03-22,6,2259.51885
509,2016-03-22,7,2151.80651
510,2016-03-22,8,2205.67628
511,2016-03-22,9,2305.76825
512,2016-03-22,10,2281.41468
513,2016-03-22,11,2255.71224
514,2016-03-22,12,2019.38493
515,2016-03-22,13,1941.61825
516,2016-03-22,14,1958.92932
517,2016-03-22,15,2011.99355
518,2016-03-22,16,2055.8114
519,2016-03-22,17,2156.19653
520,2016-03-22,18,2255.30955
521,2016-03-22,19,2613.07223
522,2016-03-22,20,2495.33382
523,2016-03-22,21,2517.75475
524,2016-03-22,22,2592.35465
525,2016-03-22,23,2540.21357
526,2016-03-22,24,2364.28584
527,2016-03-23,1,2077.46864
528,2016-03-23,2,1548.83694
529,2016-03-23,3,963.39972
530,2016-03-23,4,624.8115
531,2016-03-23,5,660.98716
532,2016-03-23,6,563.56038
533,2016-03-23,7,419.37048
534,2016-03-23,8,386.04542
535,2016-03-23,9,370.70872
536,2016-03-23,10,608.88948
537,2016-03-23,11,674.4823
538,2016-03-23,12,557.77686
539,2016-03-23,13,403.74544
540,2016-03-23,14,289.81434
541,2016-03-23,15,200.2925
542,2016-03-23,16,134.90761
543,2016-03-23,17,96.34072
544,2016-03-23,18,138.96623
545,2016-03-23,19,362.75905
546,2016-03-23,20,606.77693
547,2016-03-23,21,847.83847
548,2016-03-23,22,1159.06009
549,2016-03-23,23,1060.74864
550,2016-03-23,24,859.73745
551,2016-03-24,1,1052.19148
552,2016-03-24,2,1021.5524
553,2016-03-24,3,866.60004
554,2016-03-24,4,707.79026
555,2016-03-24,5,683.93814
556,2016-03-24,6,952.019
557,2016-03-24,7,623.46627
558,2016-03-24,8,502.30675
559,2016-03-24,9,503.10703
560,2016-03-24,10,683.73367
561,2016-03-24,11,529.70754
562,2016-03-24,12,341.51222
563,2016-03-24,13,286.8149
564,2016-03-24,14,508.59984
565,2016-03-24,15,1203.1404
566,2016-03-24,16,1419.3698
567,2016-03-24,17,1743.74378
568,2016-03-24,18,1991.70868
569,2016-03-24,19,2170.07592
570,2016-03-24,20,2319.31259
571,2016-03-24,21,2411.72589
572,2016-03-24,22,2419.0572
573,2016-03-24,23,2296.18521
574,2016-03-24,24,2291.47478
575,2016-03-25,1,2340.19222
576,2016-03-25,2,2375.12188
577,2016-03-25,3,2439.32528
578,2016-03-25,4,2426.52997
579,2016-03-25,5,2368.80709
580,2016-03-25,6,2158.58652
581,2016-03-25,7,1597.73828
582,2016-03-25,8,1426.33075
583,2016-03-25,9,1334.05874
584,2016-03-25,10,1251.54831
585,2016-03-25,11,919.16901
586,2016-03-25,12,822.72483
587,2016-03-25,13,1275.80992
588,2016-03-25,14,1440.54174
589,2016-03-25,15,1440.85912
590,2016-03-25,16,1495.98078
591,2016-03-25,17,1975.97719
592,2016-03-25,18,2384.64643
593,2016-03-25,19,2197.45129
594,2016-03-25,20,2124.12368
595,2016-03-25,21,1814.55064
596,2016-03-25,22,2139.48015
597,2016-03-25,23,2262.01948
598,2016-03-25,24,2449.41038
599,2016-03-26,1,2691.83684
